,models,Normality p-value,AIC of centered model,BIC of centered model,R2 coefficient,Homocedasticity Levene p-value,Homocedasticity bartlett p-value
0,linear,,20.7708389914175,21.989714816285698,0.7328374796956485,0.517208602337714,0.37104037266720535
1,poly2,,20.770838991417502,21.9897148162857,0.7328374796956485,0.5172086024788058,0.37104037280344215
2,poly3,,20.77083899145381,21.98971481632201,0.7328374796937083,0.5172042029181453,0.3710376354855536
3,exp,,20.770838991417506,21.989714816285705,0.7328374796956485,0.5172086024782732,0.37104037280295765
4,log,,20.770838991417502,21.9897148162857,0.7328374796956485,0.517208602461474,0.37104037278808044
5,power,,22.46985781152642,23.68873363639462,0.6247243106276447,0.6459339714065705,0.46525468223068556
6,mult,,20.7708389914175,21.989714816285698,0.7328374796956485,0.5172086024784939,0.37104037280317825
7,hybrid_mult,,20.7708389914175,21.989714816285698,0.7328374796956485,0.5172086024783873,0.3710403728030798
8,am,,26.438345437759512,27.65722126262771,0.17005581398014646,0.9086327644181481,0.9891378124992515
9,gm,,27.19047621765477,28.40935204252297,0.03533141342667856,0.867490597338006,0.9596781236416658
10,hm,,27.365873335009695,28.584749159877894,0.0008908497193342857,0.922026997681406,0.9568149107466217
