,models,Normality p-value,AIC of centered model,BIC of centered model,R2 coefficient,Homocedasticity Levene p-value,Homocedasticity bartlett p-value
0,linear,,20.435023817097296,20.632248394433514,0.04127330888663516,0.0,
1,poly2,,20.4350238170979,20.632248394434118,0.04127330888644287,0.0,
2,poly3,,20.435023817097296,20.632248394433514,0.04127330888663516,0.0,
3,exp,,20.4350238170973,20.632248394433518,0.04127330888663516,0.0,
4,log,,20.435023817097296,20.632248394433514,0.04127330888663516,0.0,
5,power,,20.4350238170973,20.632248394433518,0.04127330888663516,0.0,
6,mult,,20.435023817097296,20.632248394433514,0.04127330888663516,0.0,
7,hybrid_mult,,20.4350238170973,20.632248394433518,0.04127330888663516,0.0,
8,am,,20.43502382032464,20.63224839766086,0.04127330785525529,0.0,
9,gm,,20.43502381899748,20.632248396333697,0.04127330827938391,0.0,
10,hm,,20.435023819192594,20.632248396528812,0.04127330821702879,0.0,
