train set 1 size,train set 2,train set 2 size,language to,c0,"c1,1","c1,2","c1,3",rmse,kfold rmse
25,gov,1,ka,263.31012545247506,-3861.3599409253,12036.908241765655,-10593.152559697826,2.7416535967436086,8.746536564105298
25,gov,1,gu,42.041620982533246,-565.6264061892222,2103.1238609947745,-2147.2272824122947,7.350185098262065,8.929770538646805
25,gov,1,hi,-79.09091534317635,1273.7533955617928,-4376.44429025183,4393.326430652181,6.154537141955624,26.872254422075976
25,gov,1,si,-245.26311377248922,3026.4907384654125,-9287.939830126134,8420.887057579026,5.213748734817839,8.384772330186681
25,gov,1,ta,-75.93524832894988,1173.5295939849077,-3869.1676252195875,3700.6660914328786,6.734323119944007,140.87614440705414
25,gov,10,ka,375.50899888363773,-5485.3145742238885,17191.90260411411,-15208.78241118403,4.2923678340130955,13.393386000230276
25,gov,10,gu,64.47350760147751,-834.3300285576131,3119.6726553123776,-3214.984393189273,9.660055912900464,12.020627005772306
25,gov,10,hi,-108.36883877511227,1830.3671108644637,-6345.283591540817,6408.763908054546,8.675107353893495,34.2378156857237
25,gov,10,si,-371.44416834655937,4686.232181579273,-14480.434906060575,13185.328920040494,9.233139917275073,14.836284538426085
25,gov,10,ta,-108.64857538109781,1762.4930720202967,-5858.150450826055,5622.34682162307,9.79505910781053,203.0817308604098
25,gov,25,ka,409.4460715824717,-5992.052176341032,18805.176864837555,-16651.922502145317,4.581661835909042,14.182774742187618
25,gov,25,gu,71.6774652775953,-935.3681847854426,3495.3082347606396,-3598.2254069613114,10.415688186854721,12.940450780700223
25,gov,25,hi,-113.99958288412351,1927.3945779983542,-6668.7847851803335,6728.293311075611,9.347490706781379,35.27126508592503
25,gov,25,si,-405.7901858158091,5137.693899231855,-15891.264412090992,14479.442072692958,10.390496872630923,16.692116487811262
25,gov,25,ta,-115.29686421492356,1889.216325865928,-6287.180514988846,6042.141357391131,10.680703452923074,219.3041819407477
25,gov,50,hi,-124.10781051688464,2081.8357054325543,-7171.609413138677,7206.382452097604,9.612878846674956,33.65680884034609
25,gov,50,si,-433.74923848969894,5481.081615004234,-16934.36776123058,15417.012386856424,10.825960453452826,17.39685887526036
