train set 1 size,train set 2,train set 2 size,language to,c0,"c1,1","c1,2","c1,3",rmse,kfold rmse
25,gov,50,ta,-126.62806075508841,2066.5934051048075,-6851.210705311815,6559.292860315882,11.024512379565662,223.6231438037836
25,bible,1,ka,1.0752593115684361,29.128597611613472,-209.90019812026335,347.04763693445483,4.280313911804364,241.05425775551035
25,bible,1,gu,-22.714628496838632,310.81697618627004,-1133.7437366130332,1290.6776956685633,2.0260805795297094,45.63795864451508
25,bible,1,hi,32.58224003996583,-316.42152152159167,817.9182519959613,-486.432339852158,3.9136148871604735,180.84919956444818
25,bible,1,si,20.54921066119376,-261.43435541663166,687.346399303095,-391.4393795346203,2.207878952408529,201.8260169483264
25,bible,1,ta,84.1920611587075,-1187.043304554908,3783.1192667793916,-3333.091268019287,2.389949274837281,681.402546489413
25,bible,10,ka,-3.1716083254541694,103.93138155664917,-517.3261124979056,726.3455556502101,6.367611825683285,351.49108193205285
25,bible,10,gu,-18.710161341166938,354.1944579076062,-1413.6744487964002,1686.2925705566195,2.7003305560126254,61.43818383350193
25,bible,10,hi,47.03650411531953,-450.10028893536384,1143.8107195934738,-651.2942476928663,5.812551304769394,267.94135074284964
25,bible,10,si,35.0078217615489,-396.45322967844265,997.7574086500883,-536.0305706772328,3.2527107502985757,292.7377962249678
25,bible,10,ta,135.06463730728427,-1855.4449296783557,5870.4095130070855,-5154.041602311536,3.6047572059458695,1027.5473453169866
25,bible,25,ka,-4.694063460548471,123.53183948634491,-605.691713554215,850.3868013838514,7.318596859896604,405.8061537000154
25,bible,25,gu,-21.70980297458123,405.1682527087829,-1615.5563306856334,1928.9292380536897,3.093610413876065,72.38153614285882
25,bible,25,hi,56.12973245649608,-536.1162270012013,1357.521625443545,-775.2863661734525,6.558878665045883,304.0096358293692
25,bible,25,si,40.62700107253309,-473.556161788158,1225.9020644078273,-710.8665370850599,3.835393376616963,347.8100786147169
25,bible,25,ta,154.46280813165973,-2119.828421221555,6705.739258010588,-5885.477145123797,4.08839012936632,1166.6228955900528
100,gov,1,ka,-477.3050928775021,1767.1324429949943,-585.585776682448,-1895.8244088888348,1.0654549592834267e-06,8.1422629348929
100,gov,1,gu,-331.25381039614587,1294.5832176921494,-468.8220948928701,-1430.6924501323126,1.0124690894497921e-06,9.365814526149643
100,gov,1,hi,-524.0647352446683,2250.752601108031,-1168.8377428628344,-2577.6152211745853,1.3569422158209531e-07,8.777370179048567
100,gov,1,si,343.3439986578961,-1242.7914090473193,469.26645227745723,1232.881903749319,4.011987017605979e-07,10.774083741493843
100,gov,1,ta,-932.750596273393,4039.299158598725,-2222.2772258122895,-4508.168159478258,2.6996927615223725e-06,11.029805701804335
100,gov,10,ka,-645.092861429138,2412.793101320754,-811.053481898814,-2603.5452683432522,1.0936673424757593e-06,11.152073697814094
100,gov,10,gu,-398.23089493515397,1592.7011389082986,-592.9545383716186,-1781.147556995038,5.210601514174829e-07,11.599915645284085
100,gov,10,hi,-667.4207164002253,2892.3648474409883,-1513.9332951281933,-3326.620566682239,2.490287297519994e-06,11.309734763738073
100,gov,10,si,509.8035543089797,-1835.7196728422864,690.1019716366262,1817.3721960256514,5.0683521156696465e-08,15.898988509973766
100,gov,10,ta,-1265.7066508111193,5498.367016525494,-3030.810036752402,-6143.301926803623,3.14554909534781e-07,15.023813410857812
100,gov,25,ka,-690.3091084716709,2589.459166910976,-873.7792821657472,-2798.5334425025653,5.229933075935505e-07,11.978719280962949
100,gov,25,gu,-436.92526738241,1744.3100178644368,-647.906623355939,-1948.7718562727625,5.172687191316795e-07,12.696720445168665
100,gov,25,hi,-706.7549677370255,3068.230799830375,-1608.9651399250972,-3532.472082052858,1.3148015958036464e-07,12.005127410011479
100,gov,25,si,571.59289241378,-2061.560361777633,776.7175119245068,2042.9986958185812,8.90213391118094e-07,17.865048570626087
100,gov,25,ta,-1354.9040891606667,5893.159013117983,-3251.9158046174516,-6588.416507588341,2.2877992436048402e-06,16.10876373828328
100,gov,50,hi,-665.9888443559597,2919.3954111639023,-1547.0837472833098,-3380.4557080614886,6.872483125817572e-07,11.465087623888232
100,gov,50,si,606.8660670016613,-2188.9634350203073,826.1425309216551,2171.0137111907907,9.240386146133983e-07,18.978349202230568
100,gov,50,ta,-1362.182902145681,5938.282693259859,-3284.89575287243,-6648.181707571286,2.5311825033625163e-07,16.2468593526894
100,bible,1,ka,84.29865171547534,-338.1105184364064,155.22683586331203,420.68472799665255,2.0084403215730192e-06,1.70187324869769
100,bible,1,gu,97.35687841264698,-386.1442499263782,177.24197730420465,477.1649710522904,6.720611962768178e-08,2.993342338729178
100,bible,1,hi,177.775721881431,-793.0942236689372,486.400607102449,999.2857072794676,2.806661561650897e-07,3.2973660995105125
100,bible,1,si,54.648725657763215,-267.12374930102516,191.18993720724936,376.1504338813805,3.118560575213125e-07,2.872062616315124
100,bible,1,ta,141.95008720672902,-661.7868736398085,447.48294527608647,836.3015206210389,3.238357635712331e-06,1.9653234602453211
100,bible,10,ka,160.7554488587222,-629.7728290087128,273.4979843280371,762.6379104527348,8.560378990457137e-07,3.1191307138684707
100,bible,10,gu,141.5456206020371,-556.7849258755753,254.3554427979877,686.4279322270789,1.5510188716207956e-07,4.311512390439813
100,bible,10,hi,261.22194577852656,-1162.4795194967614,709.4953348254878,1460.435369304326,1.2321969512608346e-06,4.824202980579287
100,bible,10,si,82.40461193499081,-397.77475591460137,282.0239803100499,556.7721156624509,3.7092705225540113e-07,4.261776509858773
100,bible,10,ta,210.29046050334884,-977.8519246952956,662.3963923136324,1237.0480149831503,2.355641230887561e-06,2.906766588784681
100,bible,25,ka,181.3536371394281,-715.0702230882976,314.77211844117943,871.5248819738343,2.8274754078763665e-07,3.555583479167562
100,bible,25,gu,161.36188579192986,-634.7542195482471,289.935505492382,782.476233847566,2.7145782024183834e-07,4.915275606032117
100,bible,25,hi,300.57426895797676,-1340.5531843915658,819.8732574570945,1686.1487109510915,1.7942418874779251e-06,5.56777811098925
100,bible,25,si,90.60165888175828,-438.2906973222695,311.48284353271913,614.3617390681334,5.354528772236044e-07,4.700531498659173
100,bible,25,ta,225.23522703997216,-1052.4582409354864,720.8042147227029,1340.6046899236503,3.3032998890875494e-06,3.1435758251212973
1,gov,1,ka,22.283326771279864,-210.1565287053533,200.8132390831257,305.43968499354287,5.5636032081940193e-08,5.068963780028849
1,gov,1,gu,29.325704713965198,-223.08288603975913,210.85875231237176,327.05823540726334,3.3645973882842725e-08,7.805714429285457
1,gov,1,hi,36.08892743685126,-291.00155867505794,272.80154010090325,418.37696754464275,1.9822072298870616e-08,7.523902592029058
1,gov,1,si,31.111470638198835,-196.1724146457057,146.1773115844965,278.040296085982,1.0301267390857637e-07,10.32035501041314
1,gov,1,ta,20.039599486712127,-156.38715073121972,139.98983843727487,228.83882055718294,2.202185507014018e-07,9.889395414127863
1,gov,10,ka,44.69633086497372,-417.7710387454824,412.8262608625232,622.3377533989423,2.6389576220988106e-07,10.294433945389404
1,gov,10,gu,35.00469608286092,-249.6618647954335,250.65236683524466,382.81976433917515,1.7532163262817718e-07,9.070361694746248
1,gov,10,hi,46.466725105839814,-366.39838455746013,357.26655999429727,542.3200636817155,5.305882727258402e-08,9.706924296344702
1,gov,10,si,57.53832954491976,-347.2291145496053,257.4950292272736,490.5692901452527,2.42055011986874e-07,18.240857428596446
1,gov,10,ta,32.825517656621656,-246.19391860439237,221.98420169798035,362.0718644191583,3.0277356547786604e-08,15.650077349087717
1,gov,25,ka,47.37670296385775,-443.3873067111356,445.4112517923439,668.6750830655543,2.1101424878566058e-07,11.038363065069964
1,gov,25,gu,36.18591903239078,-260.2279151087549,266.7485908140641,405.26988551894124,1.001472768531421e-07,9.57796170952101
1,gov,25,hi,46.28041355820001,-364.5129619256002,361.53704484976276,546.4321251641918,1.919519450182447e-07,9.759218805723258
1,gov,25,si,63.24029034485338,-381.86081869460025,284.9086781186984,541.6486918176649,3.358448935368377e-08,20.125576709947293
1,gov,25,ta,34.764637143833056,-259.8414088377824,238.07795700732225,386.5981983536168,1.3961028508035647e-07,16.678511407877494
1,gov,50,hi,43.90974250870508,-344.21197368104924,348.89826880138025,524.4849767574577,4.6787318701449426e-07,9.340922144707985
1,gov,50,si,65.65197486529145,-398.2561545931434,299.69374808668647,568.0810165782458,1.0008830210078366e-07,21.083726295249168
1,gov,50,ta,34.83375004864719,-256.278438724267,239.07216994253886,386.3338372935102,2.451726576898181e-07,16.630212310111848
1,bible,1,ka,13.390387180711077,-86.37998380980152,90.1841101056745,132.46983958609061,1.0186582186221716e-07,6.243772976584767
1,bible,1,gu,24.059426143307604,-119.53878687238355,105.52436112273097,168.07593587159462,4.330079126020435e-08,7.0034998079912345
1,bible,1,hi,20.761140210956164,-123.20412229349456,124.6322394615874,185.84539254218743,3.0736806466076055e-07,9.06645058349265
1,bible,1,si,19.576998646916564,-122.0621856070089,99.20975102664248,177.760931228124,3.9844758390806244e-08,14.772432043270872
1,bible,1,ta,15.49843961252228,-93.17123031723487,77.0305317401634,135.39364979291747,1.039110186048986e-07,10.934436138516192
1,bible,10,ka,22.24781032809216,-143.7949442583862,154.06176863459532,224.6923914443491,1.2350779648612335e-07,10.544391595180754
1,bible,10,gu,44.13292982014026,-206.14151993967678,169.93442643923902,276.2069363219695,2.447784272045829e-07,11.716649475849414
1,bible,10,hi,35.430152544318204,-204.32092439955582,199.95114242480122,300.63160887193675,2.644839679241326e-07,14.797088887781706
1,bible,10,si,35.01050026408772,-200.1174904702008,156.61288389544785,284.05730975695514,6.563760205438242e-08,23.895101149798663
1,bible,10,ta,30.80988688783193,-166.8641637313774,128.5868978313213,231.12428316554244,1.4252339739261906e-07,19.067323118236956
1,bible,25,ka,25.324249714731586,-167.14098532236733,182.22942259172106,264.5865701791915,4.848017544100907e-08,12.369416015791009
1,bible,25,gu,48.96653390091988,-233.55371673824024,196.92814065623492,317.8219427203889,2.2268009088990606e-07,13.40963157701506
1,bible,25,hi,41.70008706778817,-238.7606983258837,230.92891345966493,348.2605962236533,2.790221243651786e-07,17.192834692747844
1,bible,25,si,38.4970005066079,-224.43356551146343,176.82071702090605,319.9580636949902,9.995912517776162e-08,26.8617199576215
1,bible,25,ta,35.44062408009837,-193.51285307052788,150.2582219319658,269.3681678566675,9.436405575156667e-08,22.17975245595555
10,gov,1,ka,20.731366478625173,-224.06830789348888,243.65315786304495,342.1834984315407,4.236495616252547e-07,6.991638053706214
10,gov,1,gu,20.954915816750933,-173.76688224874852,186.74117810940314,268.05726268473313,2.2751175747680146e-07,7.800615804326676
10,gov,1,hi,22.28039723741935,-206.80098452233406,222.50449408460938,314.6926164620987,2.0738256849894822e-07,7.053510834684304
10,gov,1,si,17.542830362929774,-149.00973926979486,151.56929080854854,233.31910641034713,2.195390113232786e-07,10.519822130039435
10,gov,1,ta,14.085253465592217,-136.06199726118498,140.42900889728935,210.84540474757907,1.7923976612450707e-08,10.133639532295145
10,gov,10,ka,29.706537858737963,-302.3258448426526,339.00053680610046,472.80468958695815,1.2173999651120052e-08,9.6310020098561
10,gov,10,gu,28.03998914240601,-198.03864749365627,221.44319120029942,315.0942055587206,2.328261279659454e-09,9.132208120287007
10,gov,10,hi,35.174003578217075,-281.59242167900095,303.0365407585295,428.6043858487206,2.4199227701675734e-07,9.613898510450566
10,gov,10,si,38.595127825885065,-273.66769573884727,263.08107952955953,410.9332233210864,1.0504922306037993e-07,18.68278999845046
10,gov,10,ta,26.766905621383078,-215.41218977581795,215.92350502217175,326.5141469631599,2.2563494829927616e-07,15.768304794950092
10,gov,25,ka,32.94061444813135,-333.512524911315,375.67373966285476,523.4105524367233,2.8269923661983647e-07,10.657616323928966
10,gov,25,gu,29.06518703878247,-203.5756293421162,232.01405777738745,328.74340769940574,6.47756122482181e-08,9.507621991910359
10,gov,25,hi,35.89584564893599,-287.1326924225824,313.9770213365808,442.46886486738447,1.78136191405177e-07,9.906341594294073
10,gov,25,si,43.79877273698879,-302.7624113608448,289.8384284617983,453.23906959584446,1.6191532428128523e-07,20.620806242055533
10,gov,25,ta,28.523165142969606,-225.72402118714243,229.37354433804765,345.69313189343825,1.332759797697085e-07,16.6699524670302
10,gov,50,hi,34.537301816039474,-269.6572718215147,301.3679618932784,422.67025012822893,1.791773263385652e-07,9.438183462001449
10,gov,50,si,44.82842759051993,-313.06121768082807,303.2766192659029,472.7574780607797,1.1332943428783479e-07,21.47886687632559
10,gov,50,ta,29.16039441237867,-225.39680030559927,232.35163756333685,348.9802138315176,1.5009446399614027e-07,16.801091112019
10,bible,1,ka,9.579971564800847,-71.83754130302135,100.30093771591386,122.46687476173801,1.3257147525634767e-07,6.689158729810058
10,bible,1,gu,13.837161507184877,-77.50035138454422,95.53525571457158,124.71898270485441,1.1019601118877241e-07,5.589636327519958
10,bible,1,hi,11.645002715303667,-79.81885285807537,109.48266578693666,135.27695688429213,1.7110340775566003e-08,7.485768865882077
10,bible,1,si,8.504108039070388,-79.25726135514763,95.29239817101536,132.8973100135044,4.324389983203218e-08,13.033277633843872
10,bible,1,ta,6.7598784643825764,-58.80236189061804,71.67684657686418,98.64710105594263,9.266720490883683e-08,9.479618319360883
10,bible,10,ka,14.261110815390184,-105.40353891837665,149.1170920642177,181.51979178367793,1.02864273602853e-07,9.902281850852246
10,bible,10,gu,28.32857257199634,-142.9362074382571,153.80335154261974,206.73762690786927,1.20410997011393e-07,9.573129620030748
10,bible,10,hi,19.055531917305228,-126.7761523533887,167.95282145441172,208.72681860369644,5.6291414236188815e-08,11.65452138715209
10,bible,10,si,18.86657676009966,-139.25522660115828,152.3517955839206,216.80822256662714,5.314431530477883e-08,21.867790533290528
10,bible,10,ta,15.619655856906464,-106.87716418152587,117.24627099652129,164.95903105973247,1.76812494962901e-08,16.359080900444113
10,bible,25,ka,15.834254627274893,-121.02021825499271,173.44103313265427,210.5927277739073,1.6036861697678644e-07,11.458993962399365
10,bible,25,gu,29.479738389723458,-150.8628403935912,168.20149090219272,224.2418366800696,9.146390768237135e-08,10.301772123982133
10,bible,25,hi,22.048873116642657,-148.6114545378482,196.05047409199372,243.78601583392322,1.1325186976227812e-07,13.627462845962631
10,bible,25,si,20.44359194432774,-153.47590499107062,169.25986724673714,240.40628848044494,2.61537722490779e-08,24.1963783294627
10,bible,25,ta,18.457822194506747,-126.01837858504118,138.45913147653997,194.69825942091146,7.186106506803496e-10,19.308331779477335
50,bible,1,hi,10.555857934403889,-72.95724092520146,106.5955327961575,128.34212177728534,8.279305299714567e-08,7.107228223051427
50,bible,1,si,7.536779074245248,-76.08471551214727,98.41671902509405,131.5896057393887,3.414782062289032e-08,13.047554160991474
50,bible,1,ta,6.075654579239782,-54.752481467520674,72.14695017915678,95.27057520703521,9.221098063913865e-08,9.27521435166416
50,bible,10,hi,17.742619624779838,-119.04770663272123,164.28485776976103,199.6415001788025,1.1656681727450309e-07,11.206892336670519
50,bible,10,si,16.728666236939898,-130.1848961502765,152.66664949389533,208.09486875025175,1.8432589313899927e-08,21.231364512262367
50,bible,10,ta,14.578726308479835,-102.9653552246115,119.46209600765356,161.6616956429181,6.327926926190027e-08,16.324987093998452
50,bible,25,hi,21.437408107716962,-144.62592164758587,195.5940121395118,238.49843606307618,8.219659173638906e-08,13.450455282512673
50,bible,25,si,17.794228724854776,-142.02976273815773,168.52980687265398,229.12823271469279,6.475408943967857e-08,23.304037607873138
50,bible,25,ta,16.845087676909827,-118.18380456646184,137.2806204372308,185.69744580050124,5.599074466940524e-08,18.754303274912772
