,best min inits,best min rmse,best mean inits,best mean rmse,best max inits,best max rmse
simple,"[0.0, 0.5, 1.0]",0.04082482904638616,"[-1.0, -0.5, 0.0, 0.5, 1.0]",1.9927884818105723,"[-1.0, -0.5, 0.0, 0.5, 1.0]",5.5113519212621505
kfold,"[-1.0, -0.5, 0.0, 0.5, 1.0]",0.33166247903554,[1.0],2.904644871249932,[-0.5],19.147856847882505
