,pareto,rawlsian,mean,min,25%,50%,75%,max
linear,False,False,1.622748357400583,0.0897190649782684,0.2124230802407238,0.9990796690337089,2.4555632859414835,6.691662665118993
poly2,True,False,0.3513277200908078,0.0,1.5761784512995904e-16,2.1805193758216762e-15,0.07590628111538575,3.0963670938994428
poly3,True,True,4.790079251736768e-09,0.0,7.674169810921039e-16,5.619836454531818e-15,9.263746979514437e-10,7.516528487775607e-08
exp,False,False,1.8104293802649387,0.1003261754172447,0.2436957301955079,1.1625761769002287,2.7992651468794723,7.157439558018574
log,False,False,0.2867547792296822,0.0003355374234936,0.0351422357187468,0.1067442876811106,0.2752752891395042,1.6084352147819987
power,False,False,0.5923559258424422,0.02551380440142,0.07256675530930044,0.27723197242799524,0.7255290773629266,2.7918074086202305
mult,False,False,0.5923559258424422,0.02551380440142,0.07256675530930044,0.27723197242799524,0.7255290773629266,2.7918074086202305
hybrid_mult,False,False,1.3226531577104206,0.0173260369942504,0.08475675840181005,0.574892114651266,2.0185961670957475,6.005933383363362
am,False,False,1.622748357400583,0.0897190649782684,0.2124230802407238,0.9990796690337089,2.4555632859414835,6.691662665118993
gm,False,False,1.6227483575818316,0.0897190649782684,0.2124230802667224,0.9990796690180049,2.4555632889160592,6.691662664378337
hm,False,False,1.622748357400583,0.0897190649782684,0.2124230802407238,0.9990796690337089,2.4555632859414835,6.691662665118993
