,best min inits,best min rmse,best mean inits,best mean rmse,best max inits,best max rmse
simple,"[-1.0, -0.5, 0.0, 1.0]",0.0,[0.0],1.2527988473704277,[0.0],3.2638470309433187
kfold,[1.0],7.831205211819694e-05,[1.0],1.6147484638861451,[0.5],4.028273559205803
