train set,train set size,c0,c1,c2,rmse,kfold rmse
gov,1,-1.3412100210908263e-09,-0.15985311135726762,-1.9358044969235932,8.221247447617849,8.267764165396656
gov,10,-2.881295755925161e-10,-0.8513697630203688,-2.076643955925404,14.139504976034102,14.196790175746235
gov,25,-6.469323624074516e-10,-0.6979360231674664,-2.3127320350294003,15.616348527160902,15.587368726419887
gov,50,1.381467917766653e-09,-0.2048039286715714,-3.049077670137857,17.209871054340358,17.986234053746735
bible,1,-6.796252111955062e-09,-0.41199355145006666,-1.4199165326444863,7.874990460317245,7.86890661444901
bible,10,1.34754279019563e-07,-0.7693483713374222,-1.676752612035115,12.489722634200472,12.49018730056421
bible,25,-6.834378784657653e-10,-0.796329239941482,-1.8153773734837317,14.338611390446566,14.339784655483559
