c0,c1,"c2,1","c2,2","c2,3","c3,1","c3,2","c3,3","c4,1","c4,2","c4,3","c5,1","c5,2","c5,3","c6,1","c6,2","c6,3","c7,1","c7,2","c7,3","c8,1","c8,2","c8,3",rmse,kfold rmse
20.05214462815679,9.70300486371585,3.092885451976356,-303.79844272888823,345.70242462853827,7.832336460481286,2.7304276224167467,0.567148070911473,6.864589422759643,1.987005960114391,0.3693083645281063,2.0136655197256625,-1.9545940994385476,-2.1094787325055755,6.731337360447429,0.14158350971720288,-2.7224897282010403,8.547843931863765,-1.8509174131450008,-11.03167828665022,1.1224913350944057,-1.61377121795801,-0.949582833648193,4.31265499244923,4.3599975707205605
