train set,test set,c0,c1,c2,rmse,kfold rmse
gov,flores,1.718032031268068,2.1246874289155388e-07,1.8920441224940479,5.695234697520667,5.719573272990904
gov,bible,0.0,0.0,0.0,2.271685619876913,2.271685619876913
gov,gov,2.8478152919206634,2.4919614319661263,0.7572862403774938,9.407944394466606,9.379655061131391
bible,flores,0.0,0.0,0.0,2.2374092160353682,2.2374092160353682
bible,bible,2.3455420214318408,2.2381140923893756,0.8852254847029821,7.206733225933276,7.198801593096015
bible,gov,0.0,0.0,0.0,1.3576941236277535,1.3576941236277535
