c0,"c1,1","c1,2","c2,1","c2,2","c3,1","c3,2","c4,1","c4,2",rmse,kfold rmse
3.9017716276175087,-7.334908687313013e-10,-0.002130461054401355,-0.0002854776329518316,-0.022285222308939985,1.0871451971720218,-0.0004172148863479006,3.1961636988163424,2.561105333526693,14.008453362095237,13.99437853899525
