language to,c0,c1,c2,rmse,loo rmse
ka,45.29993610106092,-89.76375298045907,0.0,9.201789774063878,9.205427190461998
gu,53.922944488992535,-102.8407663691956,0.0,8.503626592581009,8.507005597624438
hi,59.640882303813605,-122.99725597747405,0.0,8.867540487611441,8.869254529066966
si,72.74382217677726,-144.5362727441911,0.0,11.605226608852151,11.608733575517633
ta,61.193013948443166,-124.84089393975614,0.0,9.140024661738554,9.142934076169933
