train set 1,train set 2,train set 2 size,test set,language to,c0,c1,rmse,kfold rmse
cc_align,gov,1,flores,ka,4.800000000000001,0.02399999999999999,6.280369834735101e-16,8.130824436162003
cc_align,gov,1,flores,gu,10.133333333333333,0.010666666666666595,5.17892563931115e-15,19.427589243532026
cc_align,gov,1,flores,hi,8.833333333333334,0.018666666666666602,2.808666774861361e-15,16.673600535669024
cc_align,gov,1,flores,si,5.966666666666667,0.013333333333333315,6.280369834735101e-16,10.602647948339216
cc_align,gov,1,flores,ta,3.966666666666668,0.01733333333333331,6.280369834735101e-16,6.366446370470676
cc_align,gov,1,bible,ka,0.500000000000007,0.0039999999999995595,2.6294361422089388e-14,0.9745874248889392
cc_align,gov,1,bible,gu,2.533333333333333,0.0026666666666666575,7.021666937153402e-16,3.331986538179158
cc_align,gov,1,bible,hi,1.3000000000000027,0.0039999999999995595,2.962194871440174e-14,0.7197580380429434
cc_align,gov,1,bible,si,0.6000000000000039,0.0039999999999997815,1.2608732065728181e-14,0.76279442821258
cc_align,gov,1,bible,ta,0.7333333333333372,0.002666666666666151,3.428819159260662e-14,0.4802903810373121
cc_align,gov,1,gov,ka,16.733333333333334,0.03466666666666658,3.552713678800501e-15,33.40390508664238
cc_align,gov,1,gov,gu,24.099999999999998,0.00799999999999998,3.552713678800501e-15,49.0082609701193
cc_align,gov,1,gov,hi,21.03333333333334,0.02266666666666663,3.552713678800501e-15,42.51202775960915
cc_align,gov,1,gov,si,25.5,0.019999999999999955,2.5121479338940403e-15,51.97234841721127
cc_align,gov,1,gov,ta,21.833333333333332,0.02266666666666667,0.0,44.20637247778051
cc_align,gov,10,flores,ka,12.833333333333332,0.010666666666666658,1.7763568394002505e-15,25.14600462235673
cc_align,gov,10,flores,gu,18.333333333333336,0.014666666666666653,2.5121479338940403e-15,36.794289339002894
cc_align,gov,10,flores,hi,15.699999999999998,0.019999999999999987,3.552713678800501e-15,31.21661835819705
cc_align,gov,10,flores,si,10.533333333333331,0.022666666666666613,5.617333549722722e-15,20.273745606719654
cc_align,gov,10,flores,ta,8.533333333333333,0.022666666666666654,0.0,16.03788194938996
cc_align,gov,10,bible,ka,1.6666666666666712,0.0013333333333327424,3.9293740045251805e-14,1.49655875668958
cc_align,gov,10,bible,gu,3.7,0.007999999999999991,0.0,5.802454830588586
cc_align,gov,10,bible,hi,3.5000000000000004,0.003999999999999993,0.0,5.379207688725351
cc_align,gov,10,bible,si,1.3666666666666696,0.013333333333332864,3.140812891559883e-14,0.8601626536216869
cc_align,gov,10,bible,ta,2.366666666666667,0.009333333333333318,3.1401849173675503e-16,2.9784331475858843
cc_align,gov,10,gov,ka,30.7,0.004000000000000021,0.0,62.9869485837655
cc_align,gov,10,gov,gu,34.63333333333333,0.006666666666666543,5.0242958677880805e-15,71.3172538010746
cc_align,gov,10,gov,hi,32.5,0.007999999999999946,5.0242958677880805e-15,66.79888646799103
cc_align,gov,10,gov,si,42.0,0.007999999999999955,5.0242958677880805e-15,86.91923679868707
cc_align,gov,10,gov,ta,34.5,0.011999999999999927,5.0242958677880805e-15,71.03441108859997
cc_align,gov,25,flores,ka,15.000000000000002,0.011999999999999981,0.0,29.734743594920477
cc_align,gov,25,flores,gu,20.13333333333333,0.010666666666666684,2.5121479338940403e-15,40.606905668279225
cc_align,gov,25,flores,hi,17.366666666666667,0.021333333333333326,0.0,34.746391974998765
cc_align,gov,25,flores,si,12.066666666666666,0.017333333333333322,1.2560739669470201e-15,23.521692506944802
cc_align,gov,25,flores,ta,9.766666666666667,0.029333333333333246,3.972054645195637e-15,18.649433118927476
cc_align,gov,25,bible,ka,1.9333333333333358,0.002666666666666262,2.7559036420107602e-14,2.0612274409802502
cc_align,gov,25,bible,gu,4.633333333333333,0.0026666666666666505,1.9860273225978185e-15,7.779643005995076
cc_align,gov,25,bible,hi,3.766666666666667,0.005333333333333325,3.1401849173675503e-16,5.9438761868258965
cc_align,gov,25,bible,si,1.7000000000000015,0.011999999999999678,2.1866602758020867e-14,1.5662526941496673
cc_align,gov,25,bible,ta,2.9333333333333336,0.01066666666666666,0.0,4.178481566666133
cc_align,gov,25,gov,ka,34.1,0.003999999999999865,1.1234667099445444e-14,70.18791643196546
cc_align,gov,25,gov,gu,38.3,-3.9227880015927926e-17,5.0242958677880805e-15,79.08356840861175
cc_align,gov,25,gov,hi,35.36666666666666,0.005333333333333218,1.1234667099445444e-14,72.87051731887892
cc_align,gov,25,gov,si,46.466666666666676,0.009333333333333246,5.0242958677880805e-15,96.37921878584405
cc_align,gov,25,gov,ta,38.233333333333334,0.010666666666666491,1.0048591735576161e-14,78.94146897714214
cc_align,gov,50,flores,hi,19.53333333333333,0.02666666666666668,0.0,39.33479153750265
cc_align,gov,50,flores,si,13.299999999999999,0.01599999999999998,2.808666774861361e-15,26.133920634700754
cc_align,gov,50,flores,ta,12.333333333333334,0.022666666666666647,0.0,24.086022525936126
cc_align,gov,50,bible,hi,3.6333333333333333,0.010666666666666668,6.280369834735101e-16,5.661033474351278
cc_align,gov,50,bible,si,2.1,0.01599999999999999,3.1401849173675503e-16,2.4130865741261265
cc_align,gov,50,bible,ta,3.233333333333334,0.010666666666666654,0.0,4.81386092907547
cc_align,gov,50,gov,hi,37.13333333333333,-0.0013333333333334918,1.1234667099445444e-14,76.61276089036232
cc_align,gov,50,gov,si,49.96666666666667,0.005333333333333287,0.0,103.79232015810126
cc_align,gov,50,gov,ta,41.06666666666666,0.0013333333333332142,1.5888218580782548e-14,84.94306610963595
cc_align,bible,1,flores,ka,0.8000000000000029,0.0039999999999995595,2.945262867520448e-14,0.339208062479611
cc_align,bible,1,flores,gu,2.6333333333333333,0.0026666666666666583,4.440892098500626e-16,3.543779721045637
cc_align,bible,1,flores,hi,2.2333333333333334,0.0026666666666666653,0.0,2.6966071757698336
cc_align,bible,1,flores,si,1.1666666666666714,0.0013333333333329644,2.2981884777988848e-14,0.4375926561670312
cc_align,bible,1,flores,ta,1.3333333333333388,0.002666666666666151,3.30663857495737e-14,0.790468716161598
cc_align,bible,1,bible,ka,14.100000000000001,0.015999999999999924,3.76822190084106e-15,27.828266097632635
cc_align,bible,1,bible,gu,16.833333333333332,0.0026666666666666228,5.0242958677880805e-15,33.61840926761483
cc_align,bible,1,bible,hi,19.0,0.008000000000000007,0.0,38.20680957487922
cc_align,bible,1,bible,si,22.4,0.012000000000000018,0.0,45.407438009899586
cc_align,bible,1,bible,ta,17.633333333333333,0.006666666666666571,7.944109290391274e-15,35.31241532048684
cc_align,bible,1,gov,ka,0.533333333333343,0.002666666666666151,2.968367654582124e-14,0.9038767467702846
cc_align,bible,1,gov,gu,1.4666666666666752,0.005333333333332857,2.7591220078886772e-14,1.072633725657258
cc_align,bible,1,gov,hi,1.5333333333333428,0.002666666666666151,2.9780891937583246e-14,1.2140550818945675
cc_align,bible,1,gov,si,0.6666666666666715,0.0013333333333328534,3.087138774205227e-14,0.6213730719752708
cc_align,bible,1,gov,ta,0.43333333333333646,0.002666666666666373,1.868822294545784e-14,1.1156697434466423
cc_align,bible,10,flores,ka,1.9666666666666752,0.005333333333332968,1.9479273482635503e-14,2.131599453799554
cc_align,bible,10,flores,gu,4.300000000000001,0.007999999999999985,0.0,7.073213741597369
cc_align,bible,10,flores,hi,3.166666666666666,0.005333333333333325,9.930136612989092e-16,4.673117275817117
cc_align,bible,10,flores,si,1.8666666666666683,0.005333333333333079,1.699765591301329e-14,1.919806084742941
cc_align,bible,10,flores,ta,2.033333333333333,0.010666666666666663,3.1401849173675503e-16,2.2723431070579045
cc_align,bible,10,bible,ka,24.166666666666664,0.005333333333333322,3.552713678800501e-15,49.14968232635661
cc_align,bible,10,bible,gu,24.666666666666668,0.005333333333333259,2.5121479338940403e-15,50.20864805449891
cc_align,bible,10,bible,hi,28.133333333333333,0.002666666666666662,0.0,57.551036883427294
cc_align,bible,10,bible,si,33.96666666666667,0.009333333333333296,0.0,69.90507371949084
cc_align,bible,10,bible,ta,27.333333333333332,0.00666666666666664,3.552713678800501e-15,55.85635275492432
cc_align,bible,10,gov,ka,0.6000000000000039,0.0039999999999997815,1.2608732065728181e-14,0.76279442821258
cc_align,bible,10,gov,gu,3.033333333333333,0.006666666666666656,7.021666937153402e-16,4.390613601022097
cc_align,bible,10,gov,hi,1.9666666666666752,0.005333333333332968,1.9479273482635503e-14,2.131599453799554
cc_align,bible,10,gov,si,1.2666666666666713,0.005333333333332857,3.07425546801392e-14,0.6490473599242886
cc_align,bible,10,gov,ta,0.8666666666666765,0.009333333333332972,1.8376119591501612e-14,0.19846422303113298
cc_align,bible,25,flores,ka,2.1999999999999997,0.0040000000000000036,0.0,2.6258964976511785
cc_align,bible,25,flores,gu,4.6000000000000005,0.011999999999999962,1.9860273225978185e-15,7.708254438707346
cc_align,bible,25,flores,hi,3.2333333333333334,0.006666666666666665,3.1401849173675503e-16,4.814199594374819
cc_align,bible,25,flores,si,1.8000000000000056,0.007999999999999452,3.502714054484418e-14,1.7783847285056313
cc_align,bible,25,flores,ta,2.5666666666666664,0.00933333333333333,0.0,3.402019513318855
cc_align,bible,25,bible,ka,28.433333333333337,0.006666666666666599,2.5121479338940403e-15,58.18607720816559
cc_align,bible,25,bible,gu,28.43333333333333,0.0026666666666666228,5.617333549722722e-15,58.18641661827177
cc_align,bible,25,bible,hi,31.900000000000002,0.007999999999999993,0.0,65.52812736766792
cc_align,bible,25,bible,si,38.06666666666667,0.005333333333333356,5.0242958677880805e-15,78.58893232703164
cc_align,bible,25,bible,ta,31.533333333333335,0.0026666666666666536,0.0,64.75200472453967
cc_align,bible,25,gov,ka,0.9666666666666723,0.0013333333333327424,3.838290041550815e-14,0.014006476624212645
cc_align,bible,25,gov,gu,3.5333333333333337,0.006666666666666647,1.2947314098277875e-15,5.4495793291644
cc_align,bible,25,gov,hi,2.333333333333333,0.0026666666666666622,7.021666937153402e-16,2.9084001724461945
cc_align,bible,25,gov,si,1.5000000000000067,0.0039999999999996705,1.841297439095645e-14,1.1433444037759128
cc_align,bible,25,gov,ta,1.233333333333338,0.010666666666666269,2.4781610414066267e-14,0.5779976441260257
gov,bible,1,flores,ka,0.8346938775510209,0.038775510204081765,0.19829202679673347,0.6543303050815777
gov,bible,1,flores,gu,3.1455782312925167,0.015646258503401386,0.06998542122237635,0.23094010767585002
gov,bible,1,flores,hi,2.307988377936832,0.011256354461612696,0.062302702387328046,0.10421382648483987
gov,bible,1,flores,si,0.9469498910675384,0.004793028322440662,0.06776063213971559,0.07785587235168125
gov,bible,1,flores,ta,1.061074800290487,0.008787218591140511,0.030309466537717534,0.03033510223333796
gov,bible,1,bible,ka,13.459183673469388,0.13673469387755097,0.9098104758908955,3.002221399786056
gov,bible,1,bible,gu,16.02176870748299,0.05374149659863953,0.3149343955006934,1.0392304845413267
gov,bible,1,bible,hi,18.40504720406681,0.023021060275962225,0.2501161676361581,0.5119459494809662
gov,bible,1,bible,si,21.56619462599855,0.03645606390704427,0.2549046840813129,0.5978877372901783
gov,bible,1,bible,ta,16.419135802469135,0.02469135802469134,0.20645449084513312,0.48587497818227005
gov,bible,1,gov,ka,1.0911564625850336,0.03129251700680302,0.13997084244475302,0.4618802153517004
gov,bible,1,gov,gu,4.741496598639456,-0.050680272108843565,0.23911685584311998,0.789045367892488
gov,bible,1,gov,hi,2.794480755265069,-0.00323166303558459,0.09099326828349512,0.21248582719176726
gov,bible,1,gov,si,2.007516339869281,-0.018954248366013077,0.38900325115834794,0.7897784499465659
gov,bible,1,gov,ta,2.031045750593975,-0.013071895392105582,0.365617929795894,0.7343263678324244
gov,bible,10,flores,ka,2.034693877551021,0.038775510204081653,0.1982920267967336,0.654330305081579
gov,bible,10,flores,gu,5.482312925170069,0.012585034013605417,0.0058321184351980745,0.019245008972988482
gov,bible,10,flores,hi,3.466521423384168,0.00737109658678288,0.056310233626211396,0.11508894322482818
gov,bible,10,flores,si,2.3515250544662307,-0.0023965141612200397,0.11411781551095967,0.2263225280741383
gov,bible,10,flores,ta,2.2039578794480756,0.003304284676833696,0.055824512358834365,0.10439517488032754
gov,bible,10,bible,ka,23.249659863945578,0.0819727891156464,0.3790876982878728,1.250925583244192
gov,bible,10,bible,gu,24.48707482993197,0.0149659863945579,0.11664236870396065,0.38490017945975735
gov,bible,10,bible,hi,28.062563543936093,0.004066811909949164,0.0825012928751501,0.2058442870640687
gov,bible,10,bible,si,34.062745098039215,0.01568627450980396,0.20073394742060585,0.4662405583234202
gov,bible,10,bible,ta,26.366666666666667,0.016666666666666732,0.1274754878398191,0.31326447517007605
gov,bible,10,gov,ka,1.8952380952380952,0.04761904761904778,0.1632993161855452,0.5388602512436523
gov,bible,10,gov,gu,10.21768707482993,-0.06258503401360532,0.27994168488950694,0.923760430703401
