train set size,test set,c0,c1,c2,rmse,kfold rmse
1,flores,0.0,0.0,0.0,3.01695210435963,3.01695210435963
1,bible,-2.0196499853303424e-09,-2.9204426992918826,-3.9846033061680104e-07,8.480638239520047,8.568501055832854
1,gov,3.071451946549287e-06,-3.071732974889806,-2.245084765199755e-09,9.712661558689732,9.714932265759613
10,flores,2.2213047327723318e-07,-2.609298804947363,-1.7770795785962352e-09,5.274129811858074,5.249294086825189
10,bible,-1.27212804355908e-09,-3.6533884691849163,0.016592428214851157,13.228606328554541,13.312855990240648
10,gov,-1.555241552997728e-08,-3.9201608161560424,-9.002506954606131e-08,17.19177516073227,17.223500749318386
25,flores,4.756928730160151e-08,-2.8857964144082136,4.0950022321204906e-09,6.320987530499909,6.308743309709964
25,bible,7.309718789176027e-11,-3.8547905188942275,-2.847529815635749e-06,15.087758733551969,15.167462832716188
25,gov,0.0005340831206401515,-4.054813415559434,-5.137118401122218e-09,19.12032467738254,19.145729338550062
50,flores,1.8511859698175878e-09,-3.707336241455486,-9.407747207788171e-09,1.7266883167546756,1.7803814922502736
50,bible,0.0,0.0,0.0,1.457166199626293,1.457166199626293
50,gov,-3.122150615229428e-09,-5.260670087766712,1.0376409774081705,11.051685453831682,10.594161277040282
