c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3","c3,1","c3,2","c3,3","c4,1","c4,2","c4,3",rmse,kfold rmse
3.0229323279262084,-1.5504771227847962e-07,-1.3224969197325215e-06,-4.351614884787708e-06,1.1565396156054313,5.1482656944410756e-05,1.6759923547491487e-05,2.5620172869342883,2.147193846976367,1.7738511058087716,3.2935245317997886e-08,-1.011735282388331e-05,-4.2648332622891465e-08,14.091440634168578,14.063234527394636
