train set,c0,c1,c2,rmse,kfold rmse
gov,1.891285557286562,4.184778307088163,4.788389021774137e-07,14.520245105268668,14.527963355932553
bible,1.9203440831048617,3.1940891132570486,4.9500002986073965e-09,12.025034674131097,12.020528590780355
