,best min inits,best min rmse,best mean inits,best mean rmse,best max inits,best max rmse
simple,[1.0],1.9856300255839528e-11,[0.0],1.537197384772133e-08,[0.5],8.505145717666949e-08
kfold,[1.0],0.0016241799130767883,[-1.0],2.1171392758354126,[-1.0],7.728781621174675
