c0,c1,"c2,1","c2,2","c2,3","c3,1","c3,2","c4,1","c4,2","c5,1","c5,2","c6,1","c6,2","c7,1","c7,2","c8,1","c8,2",rmse,kfold rmse
22.071468592802276,2.1366623975108405,38.05498625721355,-413.6008803124646,446.94774755713024,9.507738033693188,3.8377028930271337,8.401282541833753,3.053398668576671,2.1343991654144348,-2.216037292626619,4.659718401638092,-2.77386985491678,2.1918935472146166,-15.74803599434767,5.9589192777206605,1.564473575452965,4.159277396533989,4.193889389354925
