train set,test set,language to,c0,c1,c2,rmse,kfold rmse
gov,flores,ka,3.1056376969951853,0.26238689878409954,-1.2846526195298502,0.25501013576140763,2.6280789332532617
gov,flores,gu,7.881198195051655,0.062125317038182054,-0.40695760264216563,0.08092684656834513,1.40656141804332
gov,flores,hi,6.65797879442492,0.06525109611182972,-0.42352697790792887,0.196618916606771,0.5758695324588774
gov,flores,si,3.81579355252302,0.07619094065202979,-0.502371857840073,0.08310842732465992,0.2687376991533148
gov,flores,ta,2.5835363916986367,0.02021949375767664,-0.45623785951874574,0.2260459082786755,0.36542632487405957
gov,bible,ka,0.43750508430433843,0.024193978404446443,-0.5132740501349632,0.15891527970257094,0.36625364015158407
gov,bible,gu,2.213192322638559,0.007762817090270709,-0.2569536149568702,0.0718408927101043,0.23813168169906976
gov,bible,hi,1.1229579228551194,0.10780076047745114,-0.5718489260515416,0.18887277002139072,0.25848605733077834
gov,bible,si,0.30966478087875626,0.0,-0.4081924620747294,0.08166272383765892,0.09373584960051948
gov,bible,ta,0.30884023137981853,0.0,-0.42358207736491693,0.0484367447571761,0.055696959032074944
gov,gov,ka,14.247361461793306,0.2612805682965027,-0.740032427317153,0.31129206581560454,3.1740050070338106
gov,gov,gu,22.744644232708914,0.05575405929201973,-0.21820761326947158,0.08734566034325388,2.2671755306627497
gov,gov,hi,20.345411072581108,0.13141453159895702,-0.314676324119417,0.1293513906765093,0.717895132880125
gov,gov,si,22.668175709278263,0.1287868824527874,-0.4105113450338092,0.11372267905791322,0.8438809042030236
gov,gov,ta,20.271988904214304,0.10827905600134745,-0.3382542830831549,0.3078877994240236,1.0454245001491898
bible,flores,ka,0.5718593629446324,0.02243521891649047,-0.4972427469470259,0.11552244635198868,0.2807953485196021
bible,flores,gu,1.9751529208494605,0.047935649800331576,-0.3194194836574926,0.113220056242463,0.32108892361986396
bible,flores,hi,1.4408749556747251,0.007154116765147469,-0.2241663150246599,0.08593308795294072,0.18001880951210045
bible,flores,si,0.7965081435827495,0.00621492923563608,-0.2939859912818301,0.10019010530730753,0.15441017392377934
bible,flores,ta,0.754861751753895,0.0,-0.3054038252569483,0.05153111021568846,0.07076660170026551
bible,bible,ka,12.471864203060685,0.06623956811804639,-0.3630515682056245,0.08407831472271586,1.9353551511044262
bible,bible,gu,16.256335372402546,0.026110700275149428,-0.20701753392255837,0.08070596840939291,1.7798249291571706
bible,bible,hi,18.520746784569592,0.01557498549698599,-0.19265255682653668,0.08058292228106206,1.9925160099346513
bible,bible,si,21.728580851543995,0.050440076524158196,-0.23848684198136774,0.08433278734759352,2.374772572677363
bible,bible,ta,16.268690122009655,0.02569940719250737,-0.24178523832305168,0.07994737866376517,2.1600578163532274
bible,gov,ka,0.3343397447936362,0.0,-0.3375877114822207,0.04665006106975774,0.05419658221611711
bible,gov,gu,1.1543191468938334,0.006724569778701604,-0.3058975975698575,0.0749957809964065,0.15094216546750805
bible,gov,hi,0.9873477661426108,0.012400200345438907,-0.22145356266835514,0.12758080725387988,0.19263680343600373
bible,gov,si,0.40677658276885853,0.0,-0.24537995361434337,0.048873482655312085,0.05209771801637697
bible,gov,ta,0.3335600847141994,0.0,-0.2668776279754396,0.052365932703272416,0.06021673985890772
