c0,c1,c2,c3,c4,c5,rmse,kfold rmse
4.6016228157940215,0.7204566316260972,-9.058905732332954e-10,1.7990308099650334,3.9389665348113536,0.07229852627656227,13.972372747144103,13.967958089462655
