train set,train set size,test set,c0,c1,c2,c3,c4,c5,c6,rmse,kfold rmse
gov,1,flores,17.931693364928524,-25.292125426392406,0.0,0.0,0.0,0.0,0.0,2.0462912993495097,2.0545356955449696
gov,1,bible,4.1468031176148346,-6.311418866539865,0.0,0.0,0.0,0.0,0.0,0.7638727194649807,0.7656359749399775
gov,1,gov,-3.492696325239762,42.93744330456786,0.0,0.0,0.0,0.0,0.0,3.4486286503240478,3.48539224714377
gov,10,flores,50.77436042758659,-73.86402323682842,0.0,0.0,0.0,0.0,0.0,2.349501776217555,2.359775345442016
gov,10,bible,12.805533401199977,-20.423748827173192,0.0,0.0,0.0,0.0,0.0,1.0467380829938393,1.0475196673182467
gov,10,gov,3.0847677552380244,60.09241915059094,0.0,0.0,0.0,0.0,0.0,3.150865061949143,3.2826706807614325
gov,25,flores,56.789393333801755,-80.64637020087866,0.0,0.0,0.0,0.0,0.0,2.760869498101568,2.774060479192023
gov,25,bible,12.909404131246937,-19.74811985358916,0.0,0.0,0.0,0.0,0.0,1.2492899474475458,1.2499131278865767
gov,25,gov,3.1080035551318557,67.29542326190054,0.0,0.0,0.0,0.0,0.0,3.823734480441546,3.9940502187397486
gov,50,flores,59.42720422596281,-84.13964105573201,0.0,0.0,0.0,0.0,0.0,0.8521469952515792,0.9023344396410061
gov,50,bible,13.064415832969544,-20.273920135332368,0.0,0.0,0.0,0.0,0.0,0.354728817381869,0.3756206400273335
gov,50,gov,9.251824891166805,61.54407288639582,0.0,0.0,0.0,0.0,0.0,4.755809317390335,5.0358562648355365
bible,1,flores,3.623026074928084,-4.474335319558127,0.0,0.0,0.0,0.0,0.0,0.582719418462437,0.6270506405650366
bible,1,bible,5.991930094193101,20.712614437478816,0.0,0.0,0.0,0.0,0.0,2.730530953041118,3.2625573889127275
bible,1,gov,3.5486994359409803,-5.345912859349929,0.0,0.0,0.0,0.0,0.0,0.37143670469944046,0.3998522957162485
bible,10,flores,7.155066433219698,-8.77590659888133,0.0,0.0,0.0,0.0,0.0,0.9006346696148718,1.017139401669893
bible,10,bible,10.671579943572075,31.384728669103126,0.0,0.0,0.0,0.0,0.0,3.268868068392395,3.871913937032371
bible,10,gov,6.383990076762505,-9.3055336296119,0.0,0.0,0.0,0.0,0.0,0.6863846324945196,0.74426756994952
bible,25,flores,6.8931378207750065,-8.106751161338321,0.0,0.0,0.0,0.0,0.0,0.8034491162259417,0.8051904101734572
bible,25,bible,13.681420699601079,34.29764048431898,0.0,0.0,0.0,0.0,0.0,3.551450205464332,3.6079543624538557
bible,25,gov,6.139215568061053,-8.839195248278909,0.0,0.0,0.0,0.0,0.0,0.7342838167561654,0.7366379112056519
