train set,train set size,c0,c1,c2,rmse,kfold rmse
gov,1,1.4266933756551041,1.762959730716961,-2.6089207373067492e-08,8.481889671729569,8.559325903797276
gov,10,2.26263069267953,2.0438938564061058,-5.5611906681124295e-11,14.30707012599042,14.385748183945685
gov,25,2.3921162208451148,2.125859505708979,7.95783638295552e-08,15.754530753563909,15.809927398531837
gov,50,2.3742746970929116,2.216309456289226,3.9662351432022565e-09,17.503345306071687,17.52586617034548
bible,1,1.2274209827966414,1.611081239236187,-2.7557405167046105e-09,7.918037802482261,7.906652622363757
bible,10,1.458465510276633,2.0261787479016675,-3.1012002522830393e-09,12.506062635025579,12.515783050572107
bible,25,1.5557272484378577,2.1125332607477776,-1.5473161842528647e-09,14.326944707751517,14.336614722026809
