train set size,test set,c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3",rmse,kfold rmse
1,flores,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7177950454536886,3.7177950454536886
1,bible,5.844867172778272,-8.188373776039508e-10,-0.004472276019341562,-0.013278995845922629,0.0021265464482194073,0.0017356141988036536,0.003600788497475276,8.947924858864651,9.030965848092553
1,gov,7.596993273650649,-4.0077126329890555e-10,-0.004082973715718222,-0.0004151560691902809,-0.004084760265888308,0.0022142067393226593,0.0017264631731741227,9.895306420809785,9.900119053546351
10,flores,4.200855192041596,0.002428657725940927,0.033461185963590837,-0.00803391731327082,-8.464725366363607e-09,-0.02286856671395454,0.016550256235391102,6.103437739164861,5.782190517752849
10,bible,12.3741933450737,6.494190365929101e-07,-1.914751707326649e-08,1.7121115130800458e-07,4.1459556384924965e-07,7.859600983683956e-07,-3.026616958931477e-07,13.308290622645796,13.732953937416504
10,gov,15.60612530053294,-2.545958422111849e-06,8.946216267834081e-07,2.613432696103507e-06,3.355795476095493e-06,-4.4314615870196295e-06,-5.239579495980368e-07,17.11879871949147,16.95602700386764
25,flores,5.463148193495729,-2.464539755619658e-09,0.002655200506430275,-0.011051746391067735,0.010396316989086243,0.0004029641391109062,-0.000169183514838895,7.128882349641024,6.737498822722136
25,bible,14.62446741371191,5.262825193030482e-06,0.00854926861088178,0.00037183985117790014,3.876861632001839e-05,-2.746876815960786e-11,0.005575243461838313,15.109422289672668,15.484695846118303
25,gov,17.892181526872456,-3.5304187370877713e-09,0.06001590046194461,0.0012792174467728137,0.004495019512329383,0.03605668829138995,-0.010925434780071767,18.94247519423744,18.828108038429445
50,flores,11.71082270626382,-9.047601243469526e-06,-1.7004383226981556e-06,-6.969958311701057e-09,-4.271534570825459e-05,9.327873936588324e-07,7.234864376140879e-06,4.228801604225106,3.553656405208436
50,bible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.335950912726264,2.335950912726264
50,gov,39.88574791004291,-0.00014151290844530596,0.0006151317486418277,2.906142586414338e-05,0.003497874386685858,3.994371371680941e-07,-2.3421033728979846e-09,5.870651079782406,5.383945614637552
