train set,test set,c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3",rmse,kfold rmse
gov,flores,2.9456329180201704,-3.1705081839342825e-09,0.003817114335034152,0.0017907073187500373,2.3547473135245145,1.8229508123946372,1.3443339084283923,6.184151715213011,5.950871667409386
gov,bible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.271685619876913,2.271685619876913
gov,gov,10.854679409915727,-1.9904294939977317e-10,-0.016638737461202875,0.23482193072948107,8.742879790606954,6.842245393274341,5.131682962480783,10.81216374228141,10.66495128873524
bible,flores,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2374092160353682,2.2374092160353682
bible,bible,6.691535067823537,2.1800131032232355,-0.0010415384329554628,-1.7397779271596974e-09,6.048366148812278,5.469512042771588,4.948545775479521,8.214590658229088,8.207669375604048
bible,gov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3576941236277535,1.3576941236277535
