language to,c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3",rmse,kfold rmse
ka,12.987668877157583,11.08205224265268,-1.305055182371991,0.035598956522602976,-36.5404043333565,-23.582687765393445,-12.047563926015894,4.138681825375943,4.154535519866876
gu,16.2461591246842,13.782379901384145,-1.6710591521647205,0.045979649394556205,-38.00760234987992,-25.77921962652799,-13.934112233017428,4.415981319484695,4.510632325297202
hi,29.00354495016163,0.7528951385782044,-0.0273844160333139,0.00032355828502087295,-42.621848291403275,-28.894438793167065,-15.105959254367326,3.2230416625515144,4.078915180585433
si,35.6269614969899,0.6797759677744556,-0.02418416733027484,0.0002907749250510323,-47.733533369109416,-32.954402961777475,-18.20014337648542,5.785502461421989,6.805392559584395
ta,27.775596051240555,0.5591847948998292,-0.01622707704705031,0.00017976994034747952,-39.400472152163594,-26.465545562811705,-14.414899734629136,4.794604670096475,5.704062179465648
