train set,train set size,test set,c0,c1,c2,rmse,kfold rmse
gov,1,flores,1.805951273317903,-1.9499899856191853e-09,0.0008221339110412073,3.5681449296515733,3.0124555013101673
gov,1,bible,0.0,0.0,0.0,1.1410521460476728,1.1410521460476728
gov,1,gov,16.713162741783147,0.0006841216920173474,-1.58340147237019e-09,4.462545333248933,4.58311762495362
gov,10,flores,9.35276841334549,-0.001187155807509487,-2.628062021639514e-09,4.245406919809906,3.7242883337150627
gov,10,bible,0.0,0.0,0.0,2.3958297101421877,2.3958297101421877
gov,10,gov,32.257424870867446,-2.953667164351051e-09,1.3415488153476007e-06,4.513233557459506,4.6823597820664835
gov,25,flores,11.780519863197888,5.1479589832234605e-06,-1.8149089930771993e-09,4.625687946995342,4.0693195124190025
gov,25,bible,0.0,0.0,0.0,2.874369496080836,2.874369496080836
gov,25,gov,35.87645028003249,-5.96929115373688e-10,0.13539209064975288,5.1587065146816595,4.483548654403003
gov,50,flores,11.700070991066811,2.57226941320227e-07,-1.3695986476300385e-09,4.235128229129555,3.451487540405658
gov,50,bible,0.0,0.0,0.0,2.335950912726264,2.335950912726264
gov,50,gov,29.413207963375008,-5.693291208557858e-10,14.848851767340172,5.007161378216284,4.495838082471914
bible,1,flores,0.0,0.0,0.0,1.2473972903610142,1.2473972903610142
bible,1,bible,13.98785721654125,-1.047059113083225e-09,0.01838667676199506,4.297938328198597,3.9664964918623635
bible,1,gov,0.0,0.0,0.0,0.74565407529229,0.74565407529229
bible,10,flores,0.0,0.0,0.0,2.4240462041801103,2.4240462041801103
bible,10,bible,24.310198386796753,-4.79643259221281e-09,0.43513553070601174,4.677535105527446,4.266709223492195
bible,10,gov,0.0,0.0,0.0,1.4676511847165867,1.4676511847165867
bible,25,flores,0.0,0.0,0.0,2.7542694131112158,2.7542694131112158
bible,25,bible,22.70569138976784,-1.2593287431911676e-10,9.422868046502712,4.2985143121699485,4.197822589137292
bible,25,gov,0.0,0.0,0.0,1.6792855623746665,1.6792855623746665
