c0,c1,c2,"c3,1","c3,2","c3,3","c4,1","c4,2","c4,3","c5,1","c5,2","c5,3","c6,1","c6,2","c6,3","c7,1","c7,2","c7,3","c8,1","c8,2","c8,3",rmse,kfold rmse
0.21956370937289282,1.8596010190955208,-18.37519666933653,1.6655674768505198,1.7658003901851027,1.4432938411976817,1.1477624464950136,1.076404234446219,0.7811661486195577,0.8865915357667787,0.6986338423545857,0.430808896911135,0.8979876262753307,1.5847394578841725,2.0404354197044428,-2.554032100948187,-5.049759205871243,-7.296327257294177,3.5602857940571875,2.466142581710898,1.299420491207416,4.638378005428752,4.681485772283953
