c0,c1,c2,c3,c4,c5,rmse,kfold rmse
2.2049680297880396,0.4751208993477894,0.0031303115006761652,-6.197523002498021e-10,2.071536205877044,0.0005649285291412745,13.76326920424464,13.744257702361322
