train set,test set,c0,c1,rmse,kfold rmse
gov,flores,8.236989661610558,-1.9012787939836456e-09,5.844889663441627,5.782953928646534
gov,bible,0.0,0.0,2.271685619876913,2.271685619876913
gov,gov,30.3220223015656,-3.7604136529023185e-09,10.063329378637093,10.221994990439326
bible,flores,0.0,0.0,2.2374092160353682,2.2374092160353682
bible,bible,22.959860772323662,-1.147343264575147e-09,7.544589664541705,7.549884803875664
bible,gov,0.0,0.0,1.3576941236277535,1.3576941236277535
