train set 1,train set 1 size,train set 2,train set 2 size,test set,c0,"c1,1","c1,2","c2,1","c2,2","c3,1","c3,2","c4,1","c4,2","c5,1","c5,2",rmse,kfold rmse
cc_align,25,gov,1,flores,25.243451187039998,10.651283501961153,-2.787061340279362,15.718721604020047,-16.95824521722642,0.2579243010456066,-13.42036225460836,5.159246730907903,-19.329355576675393,-14.438125463849127,-15.065632674368016,1.0166848549510208e-09,0.9855124808544173
cc_align,25,gov,1,bible,6.162743534196519,2.944034343724401,-16.736178941749934,2.7201872926172066,0.7978173190261143,2.7585129694238737,-4.018477961794643,2.8777085967562384,-4.897798599997348,-4.0688077043280275,-4.509943081714351,1.3300364026576279e-09,0.41613151177737234
cc_align,25,gov,1,gov,19.682214755489206,11.868928785021266,6.488108167850544,10.210923713958994,5.0157995563748345,8.49272587531866,4.864019519010911,-4.967222260040815,-23.226958592780946,15.582281780087254,7.411881984306288,1.2565263575885578e-10,0.33882439528315833
cc_align,25,gov,10,flores,38.2411798897646,19.708184261431004,-37.300623322589615,17.9511132722366,-29.404006316138894,4.906414846633951,-20.116071185741628,17.799425885104984,-19.942004372204647,-39.50711015766638,-35.887485509876676,6.663107231245698e-10,3.1372505673151108
cc_align,25,gov,10,bible,6.72147143324861,-5.757090733149772,12.504846748747756,4.418878790298487,3.4616882136920903,-4.729113657897835,-6.454382868956562,9.959575968019763,-12.312686165020555,1.7476902449563705,1.5884723872970963,9.7097185286772e-10,0.16864152349915565
cc_align,25,gov,10,gov,18.243541497047303,12.532753285809987,8.373698301910927,3.8745684191367626,-3.078687823489634,18.916960534895768,19.84532488684788,-4.58259555506717,-19.629852329913643,15.101691619210419,10.60196265427461,2.31776181352904e-09,0.3039569817383189
cc_align,25,gov,25,flores,35.709868559471005,39.69984011102964,-37.82503624570687,65.64148582037578,-85.60985253025775,-14.257133475929065,-10.961587057166064,6.897643690147913,-10.345707461791235,-48.40464434768934,-42.43911777045373,3.0028796905299167e-09,3.4732846420423935
cc_align,25,gov,25,bible,8.054248974058549,5.676179962898844,6.74761004243394,5.264843083177814,3.6870103622834343,-5.077094851215837,-7.160471151237421,0.9471939713680103,-7.454263663472332,1.4415738393986133,-2.740281243323488,2.274019933827423e-10,0.10076816571729649
cc_align,25,gov,25,gov,17.574299388218243,12.168560419226559,7.2831509984850555,2.4232269355721416,-3.1644143466542305,22.3222987071557,24.458716388343852,-2.9130332631697624,-19.648860594436414,13.872844597605692,9.20634836715009,3.1226560679034224e-09,0.18118269222153974
cc_align,25,gov,50,flores,17.139338451154455,9.652873127868718,-16.727745584330755,-11.479695959438127,-13.39275377780943,-7.858560458451519,-12.756512423393954,13.372952515615152,-0.7728943033770127,10.443605064439907,7.616987225822942,1.5340223828227843e-13,2.3749444318726036
cc_align,25,gov,50,bible,0.13833997876118242,5.400130670913522,-0.3774764340807758,-1.5710938127402598,-0.9147733220430165,-0.0832829332841807,-5.313541838622707,1.3271711838333566,3.5907121998273346,-0.3266154764230697,-0.6955018490018741,2.18561530215473e-11,0.79947263887784
cc_align,25,gov,50,gov,29.26946021597466,8.181757723033666,-0.7147111152886994,1.232945198516742,-3.4842534888311962,26.232136109017638,30.2812063603938,-22.3317890082471,-7.617560096223769,9.72067507257186,3.156830011498592,5.120286623873136e-09,5.307154021637512
