c0,"c1,1","c1,2","c1,3",c2,c3,c4,c5,c6,c7,c8,rmse,kfold rmse
0.08943627127488753,0.25698706618714623,-0.006908942311029089,9.61055745274893e-05,-1.488463384675664,-0.04698913883500426,-0.06544591351369801,-0.07258645227190161,-0.03092821554928772,-0.014600161478831246,-0.09629899116162714,6.755349674419293,6.81290779817742
