train set,c0,c1,c2,rmse,kfold rmse
gov,1.6806372717748073,-2.992852351695891,-7.522518160421779e-10,14.541844895780114,14.572536798942378
bible,1.5047335695862745,-2.4660244563743072,-2.294897719476583e-09,12.061884310503723,12.05848559370225
