train set,test set,language to,c0,"c1,1","c1,2",rmse,kfold rmse
gov,flores,ka,0.5839799191968044,1.5058522056402022,-0.03844712987826989,0.08581374278237383,4.293481056734383
gov,flores,gu,6.334900418667249,1.3487238677178277,-0.03224347079325159,0.08581612615942513,6.757637087278876
gov,flores,hi,6.713464221876688,0.6733598909540031,-0.008636951881821831,1.1879167532476043,5.1950566586561635
gov,flores,si,3.718364871564933,0.49447516329481345,-0.006509089185995653,0.72457677588528,3.159080258657487
gov,flores,ta,2.548683186388597,0.3939529876224144,-0.004424887365940593,0.6400544000963686,2.786430357063555
gov,bible,ka,-6.947064677420691e-10,0.20301089938177874,-0.005397384331741597,0.059383937957593134,0.8664873856847538
gov,bible,gu,1.8830480890692833,0.2746498381695759,-0.006317545853131731,0.08581637800297885,1.5961512600808367
gov,bible,hi,0.8886543308677677,0.18528222672154013,-0.00272439207467725,0.3128430541980267,1.3315845729491582
gov,bible,si,0.03474456544718453,0.07448736482649519,-0.0009128572517416755,0.13201712925033407,0.4363813922409502
gov,bible,ta,0.07473669757540563,0.07193615058093138,-0.0008324276584360433,0.0930029915575733,0.2209831563566144
gov,gov,ka,8.984899898046715,2.943723927171895,-0.07724347232060849,0.08581639397397453,9.482770391003305
gov,gov,gu,20.705270059946507,1.790205424096083,-0.04409532443630719,0.0858165062875908,7.900701116098381
gov,gov,hi,20.077833285991733,1.0610638592335746,-0.014712593004590099,1.9953548432646164,8.733958522599819
gov,gov,si,22.344211817477753,1.6748900306230103,-0.022851012231667557,3.086519426166971,13.511982172744993
gov,gov,ta,20.30630110001753,1.2192394473943777,-0.01636075560121181,2.4770085466452705,10.843340610502626
bible,flores,ka,0.13490010976311556,0.22205730039903998,-0.0055768078872012366,0.0858162460921477,0.5841907639084267
bible,flores,gu,1.5561962041565058,0.3030757781123934,-0.007891620444764345,0.08581638880104794,1.2015991094902472
bible,flores,hi,1.1793468649931946,0.17650141067104824,-0.004465686811838919,0.08581510017344508,0.9207022326227431
bible,flores,si,0.49230713764731665,0.16335358303462869,-0.004280509414101005,0.08581647642787928,0.5301864806917604
bible,flores,ta,0.5136034118745959,0.14103876544900906,-0.003261991469668152,0.08581649057012522,0.5414370367828831
bible,bible,ka,10.40064400694073,1.7941865271663968,-0.04344716705283245,0.08581464820027325,7.006567072760479
bible,bible,gu,14.856208702736069,1.3264071288232313,-0.03122489410590743,0.08581029613331065,9.812187268284005
bible,bible,hi,17.049714542824407,1.4346498650849588,-0.03298421325137777,0.08581648595060262,11.25332509095103
bible,bible,si,19.564540639349833,1.9339073413957142,-0.04705823376113251,0.08581098242532484,11.861968322673041
bible,bible,ta,14.5849040187462,1.6037232607338094,-0.037243452104382284,0.0858143930191885,7.869177353415601
bible,gov,ka,0.05526965461912057,0.09853887274711465,-0.0024286619054909404,0.08581667287946126,0.26868149324159224
bible,gov,gu,0.8534182903313203,0.20279801598766833,-0.004836065294338034,0.08581645871434132,0.717307715587494
bible,gov,hi,0.7024924730493153,0.15326096373488127,-0.004373101889676832,0.0858164045336046,0.7395555164403365
bible,gov,si,0.16824607002147465,0.08538815598944463,-0.0022433935956672328,0.08581037939089617,0.3892804868550954
bible,gov,ta,0.06823383696300607,0.08539066580317761,-0.002243476820513187,0.08581599662257396,0.2638127077904004
