language to,c0,c1,"c2,1","c2,2","c2,3",rmse,kfold rmse
ka,7.307077844078778,0.6793206454471631,201.72800578212204,-964.315989950827,1030.4175264980304,3.782244800724585,3.887831388399435
gu,-10.184542258996935,0.6462998437989637,457.14701568754475,-1727.2686932165525,1689.9343959084724,2.8057181860941847,2.8862609272380064
hi,12.895287228446595,0.5711488295018735,203.78370593356976,-965.5704904637782,995.938412535927,2.7342174856549195,3.1378520939746872
si,78.26685019021104,0.49491163597947435,-484.66903240301053,1059.991187749817,-800.8869356019121,2.3437164935677632,2.5395540463486084
ta,43.328365753566935,0.5562392068981151,-191.47933043313768,283.0754827772716,-158.6843350005534,3.3353807964530464,4.027435542866461
