c0,"c1,1","c1,2","c2,1","c2,2",c3,c4,c5,c6,c7,c8,rmse,kfold rmse
43.948953053345704,0.33526051532478224,-0.003335205563880543,-103.1392950922985,52.66468573451509,21.098188074152567,16.0593732056853,0.39742655169825775,-2.832525464709902,-31.328495395258702,14.540855423737593,4.341489212005233,4.491236069446408
