train set size,c0,c1,rmse,kfold rmse
1,3.0348961968511157,-1.6019676688596374,8.32771087339135,8.313935001897853
10,5.132984226076674,-2.0669250327949054,13.88404488789839,13.847591696308138
25,6.02838954016396,-2.025275144927398,15.548141224307413,15.506196714897335
50,9.829478137499743,-1.5123332692403448,17.684626129252855,18.21866161593701
