train set size,test set,c0,c1,c2,c3,c4,c5,c6,rmse,kfold rmse
1,flores,0.16881387409854517,-7.659218243698272e-10,3.5288486439471594e-05,-0.08139003139550922,-1.3379085392173824,-2.242887200698096,-2.123874223713787,2.014770235751932,2.1143885114110623
1,bible,3.4399153996770657,-4.0493406678776817e-10,-2.5868779749658786,0.23087607634912047,0.8510099471575406,-2.989487569990801,0.6201717523088124,8.27717321274936,8.86393618620337
1,gov,3.4552576789567624,2.0192279992623234e-07,-3.8092161799900177,0.9257202567582603,0.5156308373571463,-3.4518441225643577,1.0085835062237403,9.434885137221924,10.14175467122799
10,flores,0.24228114993397873,0.0052332371681603216,-8.934261058150461e-09,-0.6093312490356253,-1.1908871404368573,-0.9080527930484124,-2.3676599652439405,4.972605454982356,5.321927215422996
10,bible,3.446142759474641,1.3590102252108449e-06,-4.055207157243721,0.24914395450447202,1.2048288953901176,-1.93397064720894,0.964168418173576,12.979696358151084,14.052223021138039
10,gov,3.4650332771106185,2.0857327694675971e-07,-4.561271231021625,0.34709627879451793,1.6042126252342235,-1.236572361014398,0.8585304612633116,16.85025284189478,18.27748318603615
25,flores,0.3704744140388761,0.0015681862637982925,-1.693904500891606e-08,-0.5641613252609773,-1.1385507193027016,-0.6909441536368106,-2.194165655726563,6.040243430445068,6.483796786179335
25,bible,3.45211035412813,1.12600528637664e-05,-4.733104331018511,0.3859697522518228,1.202590578215047,-1.8578856610543475,1.2030155328970837,14.810377542640015,16.071581500854162
25,gov,4.59037467540517,-1.1907554884155822e-08,-3.944041474731581,0.24528329294920945,1.64188464878824,-1.2455937872436098,0.6514232236631435,18.701552621624522,20.29916956225653
50,flores,1.1236902549745917,-0.5298654385198209,-0.0004942724011258333,-0.5245593730683051,-0.8572776398135596,-7.2456267687126e-10,-1.5782319874983144,0.020351773685403078,2.8165289817602708
50,bible,0.5571757701963703,-1.2173457617428958e-05,-1.0662525119028953e-05,-0.787595261181595,-1.7505941116477648,3.157878078431243e-05,-6.097787932728181e-09,0.15675615038331922,0.6155464517295859
50,gov,1.4866195200863184,-0.07281813821261,-1.071895759493326,-0.1630508994220161,1.4689024972262397,-9.652038131170659e-09,-3.212503536347469,0.05830524945347849,7.289852324543545
