train set,train set size,test set,c0,c1,c2,c3,rmse,kfold rmse
gov,1,flores,0.0,0.0,0.0,0.0,5.107641334314694,5.107641334314694
gov,1,bible,0.0,0.0,0.0,0.0,1.1410521460476728,1.1410521460476728
gov,1,gov,2.415821118745666,0.2600613770857186,0.7495803813816175,2.292646563423592,3.4369146301781814,3.444584409074964
gov,10,flores,2.5031359358445577,1.4810575079503594,-9.43082850691111e-10,1.1127652596249225,4.25440414123544,4.746383042309945
gov,10,bible,0.0,0.0,0.0,0.0,2.3958297101421877,2.3958297101421877
gov,10,gov,2.625741190183336,3.4251111358390722,-8.205358659122014e-09,1.3359054711859002,2.188786687519237,2.3561787652968316
gov,25,flores,2.770054328155031,3.1791480332469586,-8.153869299249059e-10,0.07477039185644671,4.508449073255065,5.502391758882671
gov,25,bible,0.0,0.0,0.0,0.0,2.874369496080836,2.874369496080836
gov,25,gov,2.7538661421292883,3.4180420841070767,-1.0386778846817606e-09,1.4250191624858237,2.514261057030787,2.64149065379747
gov,50,flores,2.81702731865792,3.180768121737799,-0.0011132271452774037,-3.871205861109446e-10,4.128268973688249,4.322664857863993
gov,50,bible,0.0,0.0,0.0,0.0,2.335950912726264,2.335950912726264
gov,50,gov,2.587754516544915,4.259941745895606,-0.4164339174284879,1.2653420289145774,1.4764476563305127,3.123106383677735
bible,1,flores,0.0,0.0,0.0,0.0,1.2473972903610142,1.2473972903610142
bible,1,bible,2.1820909781446884,0.0003211523297017964,-1.941850600208836e-09,2.9392093729601645,2.9898198358013044,2.8789582150659325
bible,1,gov,0.0,0.0,0.0,0.0,0.74565407529229,0.74565407529229
bible,10,flores,0.0,0.0,0.0,0.0,2.4240462041801103,2.4240462041801103
bible,10,bible,2.4186612709235327,2.967445892400175,-0.04038767797731093,1.4666171946815718,2.8413031588711957,2.9568395027000856
bible,10,gov,0.0,0.0,0.0,0.0,1.4676511847165867,1.4676511847165867
bible,25,flores,0.0,0.0,0.0,0.0,2.7542694131112158,2.7542694131112158
bible,25,bible,2.418193186084702,4.034369663328699,-0.19079018778622717,1.0217519023445938,2.646039088534647,3.121110496713594
bible,25,gov,0.0,0.0,0.0,0.0,1.6792855623746665,1.6792855623746665
