train set 1,train set 1 size,train set 2,train set 2 size,test set,c0,"c1,1","c1,2","c1,3",rmse,loo rmse
cc_align,25,gov,1,flores,15.809092551383188,-3.2299904655865257,-44.20451619488917,-17.09959061573723,1.637681287674742,1.7378147233324128
cc_align,25,gov,1,bible,7.313591948117828,-14.898202818821556,-1.8631943551364767,-2.8312453895229734,0.27838821814150166,0.27928479942911083
cc_align,25,gov,1,gov,32.229365122172034,-36.00115496738283,51.26615280585192,-64.55449350618102,2.66983145535448,2.6739899824200397
cc_align,25,gov,10,flores,33.603682250057794,-35.95779679496041,-54.59427156021708,29.523748429092148,2.345527659184602,2.540647305482152
cc_align,25,gov,10,bible,6.243319390100619,-4.008540214386403,-8.702136698210742,-13.243146798843446,0.7014271166700087,0.7039570685563554
cc_align,25,gov,10,gov,22.94018584972192,62.28060886840052,-64.66590995820111,-37.201308365212455,3.866458327720647,3.8676722573581914
cc_align,25,gov,25,flores,24.090791438546447,21.158177227897365,-99.19301648431109,-41.143431923768816,2.5055937420100736,2.719967370000093
cc_align,25,gov,25,bible,3.591323842499864,17.158359806733404,-35.50986255630367,-31.22015111857424,0.7276675064890604,0.7386173273166866
cc_align,25,gov,25,gov,40.02551714797608,-14.569260936485861,32.682360190676526,-10.96860739431878,4.348045537940056,4.348562982702493
cc_align,25,gov,50,flores,15.426239208518785,3.6397032381244703,-8.462473517234638,1.1230459077902488,3.2690467519854725,3.536830056134336
cc_align,25,gov,50,bible,-1.7627920099615149,10.710549799516116,4.536759280282173,0.8232904992783128,0.5887840577551899,0.5972157635058445
cc_align,25,gov,50,gov,42.04961812146808,3.497139267229686,-4.891691821173527,1.5759858461626934,5.436502143433381,5.500000003983518
cc_align,25,bible,1,flores,3.153959189258535,4.482846535440471,-14.376665719278273,-18.70048958276864,0.4669047011971519,0.4671426157605151
cc_align,25,bible,1,bible,7.828900422204284,38.26330418149476,-21.06317125964381,-18.970601108724022,2.6309694030929767,2.640454521931408
