train set 1,train set 1 size,train set 2,train set 2 size,test set,c0,c1,rmse,loo rmse
cc_align,25,gov,1,flores,45.68905561111784,-4.933509932420439,1.637681287674742,1.7378147196982152
cc_align,25,gov,1,bible,68.21332709769435,-10.890428375288133,0.27838821814150105,0.2792848008753784
cc_align,25,gov,1,gov,33.19653459874496,-1.0398971352404693,2.669831455354438,2.6739899443008737
cc_align,25,gov,10,flores,64.52541454046253,-4.128452154057739,2.345527659184602,2.5406473365835103
cc_align,25,gov,10,bible,16.73496092596819,-4.855078154479223,0.7014271166700073,0.7039570692590346
cc_align,25,gov,10,gov,33.8429316666217,0.09295740873480896,3.8664583277206033,3.8676722830261747
cc_align,25,gov,25,flores,62.444141086551575,-3.7291250434525263,2.5055937420100647,2.7199673222918186
cc_align,25,gov,25,bible,22.83507637566436,-5.269117605007924,0.7276675064890558,0.7386173262814805
cc_align,25,gov,25,gov,37.052781599002934,0.11035490124233874,4.348045537940007,4.348562981168149
cc_align,25,gov,50,flores,3.2695171955594224,3.906562509159616,3.2690467524633586,3.5368165507633567
cc_align,25,gov,50,bible,1.9121599204039759,1.3642186742856401,0.5887840577773289,0.5972165435972612
cc_align,25,gov,50,gov,6.932604001105096,4.5488058904366255,5.436502143646797,5.499986037992708
cc_align,25,bible,1,flores,17.432153839845803,-6.216882165778001,0.46690470119715,0.4671426144361292
cc_align,25,bible,1,bible,12.779535731518893,0.9315616712602971,2.6309694030908073,2.6404545063375195
cc_align,25,bible,1,gov,10.671443097395665,-6.325225581193108,0.39242833740697175,0.4060651289356509
cc_align,25,bible,10,flores,28.755096294072494,-6.182458723868281,0.4620606020859168,0.4635610950984657
cc_align,25,bible,10,bible,16.25505283878069,1.4081328293337658,3.2003124847427014,3.215587038080107
cc_align,25,bible,10,gov,45.076717003748094,-8.817383501569111,0.4577116996538324,0.4626013402488153
cc_align,25,bible,25,flores,31.87105185184828,-6.2415430907296825,0.47486840282335063,0.47772609539591104
cc_align,25,bible,25,bible,18.99887472036154,1.3517477836896188,3.117932006955893,3.132872306508661
cc_align,25,bible,25,gov,43.67639654073344,-8.228250038684367,0.4488875137492688,0.45043189150985946
cc_align,100,gov,1,flores,34.13317020407198,-3.714519554662573,1.6375286257039903,1.745279347267938
cc_align,100,gov,1,bible,40.41462973616721,-8.898574748059746,0.2863564212655271,0.2898275349237886
cc_align,100,gov,1,gov,28.604595552982577,-0.4623319503920855,2.323252031097789,2.325271788176361
cc_align,100,gov,10,flores,58.4821730890583,-3.610133455221743,2.2458851261807666,2.4174366593370253
cc_align,100,gov,10,bible,16.385980878575435,-4.307829159606839,0.6939020103732226,0.7028513354520108
cc_align,100,gov,10,gov,34.05509602215584,0.11967759876680083,3.9326199918120732,3.9326270552336315
cc_align,100,gov,25,flores,53.72201127045856,-3.099405430527231,2.332809465001375,2.4827404213972977
cc_align,100,gov,25,bible,15.33380369259275,-3.8027485927936735,0.7549834435270749,0.7794585011275222
cc_align,100,gov,25,gov,35.517837402122616,0.25138287955140093,4.476773391629288,4.476779596484392
cc_align,100,gov,50,flores,3.933666394915257,3.6931769500054155,3.51409858871549,3.7526544047148183
cc_align,100,gov,50,bible,2.084027956968022,1.7717142985312109,0.4109609335768886,0.4123109724967158
cc_align,100,gov,50,gov,0.6066987475074513,10.646481031707381,5.640921911347515,5.704588353865517
cc_align,100,bible,1,flores,15.744909135662725,-5.6393544874278625,0.45825756949558394,0.45849996970797396
cc_align,100,bible,1,bible,11.801617467621087,1.2361395596815337,2.5569513096654783,2.576043478199256
cc_align,100,bible,1,gov,14.857590574050892,-6.684545679493759,0.4018706259482024,0.4133870932780663
cc_align,100,bible,10,flores,27.033550800351126,-5.559460590272273,0.4663689526544409,0.4692784058767486
cc_align,100,bible,10,bible,16.535151158275607,1.4045183546964646,3.3063575124296523,3.319772415037454
cc_align,100,bible,10,gov,33.51288560557187,-7.345323967223042,0.4748684028233507,0.47492689495916623
cc_align,100,bible,25,flores,36.2059804756604,-6.10455464714713,0.5079370039680117,0.5185449728701347
cc_align,100,bible,25,bible,18.79373918257279,1.4112444353269877,3.1012900541548833,3.1236019094770837
cc_align,100,bible,25,gov,40.392046876615666,-7.545161269362279,0.5034878350069641,0.5127269145353004
gov,25,bible,1,flores,34.97132451521698,-7.672551524523005,0.5034878350069641,0.5127269145352993
gov,25,bible,1,bible,12.912374786231336,0.9557441550683969,2.1957914290751757,2.2486045055149706
gov,25,bible,1,gov,31.339773760926402,-7.213180575265934,0.479583152331272,0.49080432889057896
gov,25,bible,10,flores,54.41440601051835,-7.462570058738935,0.5531726674375732,0.576965240624599
gov,25,bible,10,bible,15.835408092276767,1.495317339792943,3.2612880890838194,3.305147500479618
gov,25,bible,10,gov,69.2135083059863,-6.874814429025865,0.8564461454172119,0.8952963506879145
