train set,c0,"c1,1","c1,2",rmse,kfold rmse
gov,12.100502378657305,4.411804890011418,1.7197629538456747e-08,14.470937064740253,14.484595081019444
bible,6.526532524988453,4.357817187382356,6.480144988470762e-05,12.009204121984084,12.020855885861415
