train set,c0,c1,c2,rmse,kfold rmse
gov,2.6877501812708737,-3.1063091060897094e-09,-1.6799940201820691,14.69213824889155,14.730622184830498
bible,1.874974149576732,-1.0863881921611802e-09,-1.5512462242805118,12.174238964381521,12.164932157745792
