c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3","c3,1","c3,2","c3,3","c4,1","c4,2","c4,3",rmse,kfold rmse
9.421629391698312,1.3132446857127629,0.00024854712258895917,-0.0003428967790246065,-3.2162968658719176e-09,0.000619314012564695,-0.0006344253437166809,0.0012266459387956998,0.00037391950064394303,0.000413858772975489,0.0019131559227492728,0.0002530407110326709,-0.0007791414265862945,13.91883701399634,13.917518284544995
