train set 1,train set 1 size,train set 2,train set 2 size,test set,c0,c1,c2,rmse,kfold rmse
cc_align,25,gov,1,flores,43.7429170019536,-55.42866203506425,-0.5,1.0025681309289434,1.0404217841514263
cc_align,25,gov,1,bible,12.628774616684959,-17.286021847340994,-0.5,0.3678120639921764,0.39322308120090893
cc_align,25,gov,1,gov,53.87122551989603,-47.71397835916185,-0.5,2.205059118123141,2.4162934699652006
cc_align,25,gov,10,flores,61.44164103913656,-72.42673062887272,-0.5,2.1349807638215847,2.2949139668046885
cc_align,25,gov,10,bible,13.543009814627354,-16.428802523036747,-0.5,0.6885803200917421,0.7453981059336411
cc_align,25,gov,10,gov,55.14452170532068,-30.431091078957166,-0.5,3.6973156297553893,3.7297227587763113
cc_align,25,gov,25,flores,62.084180830759706,-70.854821691651,-0.5,2.387586948388805,2.5953420122167783
cc_align,25,gov,25,bible,15.699781180316492,-18.99966877863084,-0.5,0.7854934755640153,0.886001702129449
cc_align,25,gov,25,gov,58.626104337931864,-30.281979975060136,-0.5,4.201224313675099,4.236945934145843
cc_align,25,gov,50,flores,69.60090445537978,-81.00135615749896,-0.5,2.6536138882076545,3.937872611300044
cc_align,25,gov,50,bible,-0.6996367693665567,5.999455362810492,-0.5,0.5715476067935901,0.5897094749016313
cc_align,25,gov,50,gov,76.1034261066647,-50.005137145310634,-0.5,5.307227777411643,5.667833013573642
cc_align,25,bible,1,flores,11.598979821449563,-14.998455785419038,-0.5,0.39115214858087116,0.42026657219106134
cc_align,25,bible,1,bible,31.514403365499323,-20.14303522965112,-0.5,2.605680607560306,2.613165554719737
cc_align,25,bible,1,gov,8.071380830408835,-10.714213449763927,-0.5,0.28859264421157294,0.29090366487184827
cc_align,25,bible,10,flores,16.69994098124432,-20.999910665394854,-0.5,0.5338539126120329,0.5555390409526471
cc_align,25,bible,10,bible,31.573477198368703,-5.717386740630076,-0.5,3.527929382478118,3.528121192989322
cc_align,25,bible,10,gov,16.31430263953802,-22.142882762207478,-0.5,0.2925259451268343,0.32710861289765364
cc_align,25,bible,25,flores,16.656680987878282,-20.57072945310301,-0.5,0.6790750016215682,0.7338261070544224
cc_align,25,bible,25,bible,32.26841662376493,-0.7097267278717836,-0.5,3.5275041804926213,3.52860778320634
