train set 1,train set 1 size,train set 2,train set 2 size,test set,c0,"c1,1","c1,2","c2,1","c2,2","c3,1","c3,2","c4,1","c4,2",rmse,loo rmse
cc_align,25,bible,10,gov,9.97954661925154,28.39927888603486,28.04534241998653,-26.468085496974727,-28.462195212919678,-3.4484375499989524,-8.500295012856164,-7.526950937710473,-10.978899497556734,1.2132731244875375e-07,0.5635592477465631
cc_align,25,bible,25,flores,15.127527411668312,19.39295481939905,16.59399158556713,-29.106706061569536,-32.35533473462204,1.7533526650247941,-3.988927392879166,-1.9690279188350779,-10.945972864803725,4.492265786544688e-07,0.6239380304623419
cc_align,25,bible,25,bible,-46.76366395768869,87.1532810666678,109.69768505062908,104.68200001985684,114.4212744463388,-47.300195513946335,-37.18225671013159,-71.78405144158265,-9.484204168431123,1.9661878057082643e-07,1.9741210434583314
cc_align,25,bible,25,gov,11.301117764325726,28.121432993769957,27.343243574226758,-28.383928973725457,-30.664503251852643,-2.560488005539287,-7.966307109098301,-6.777813885035572,-11.370500409012003,1.757365388680493e-07,0.6042966933990681
cc_align,100,gov,1,flores,36.92133397806696,66.852445292074,62.26131089417839,-70.53499858908489,-77.95420960220609,-10.258255348875178,-24.504676267934673,-13.857483804510291,-30.122604982841935,3.988342941361011e-07,1.5719736190925904
cc_align,100,gov,1,bible,12.295682849432835,16.78204741984801,14.571545656636864,-27.29740286905821,-29.917380052589806,0.2743215199874295,-4.702978179669726,-0.31655011657218296,-7.563345301086049,8.801940270051834e-08,0.5746734215500398
cc_align,100,gov,1,gov,-11.494137710370191,79.71388437258517,90.93345170822508,19.882658050094282,22.57077602918734,-25.276355377980178,-26.45356124054861,-42.562815325778736,-14.80633366743859,4.3765543062886055e-08,0.2874771303543903
cc_align,100,gov,10,flores,76.31580154254677,78.22563487646636,62.953383586397926,-138.4950612930686,-154.12257242109342,-3.222863694477008,-29.2557960986114,5.684914232951501,-39.01568377313828,1.2988984663408654e-07,3.0385280485056407
cc_align,100,gov,10,bible,-2.379952356763086,34.8966699238339,38.900317411743195,1.4437467885842477,1.9852237077437547,-7.399717588068665,-8.839102659511296,-22.584360947419626,-14.646483424615138,1.616122196796427e-07,0.0021429155063467462
cc_align,100,gov,10,gov,-18.07176573266231,87.37027355332874,101.32919769359727,31.36882219708506,35.4551224996029,-33.42903008733649,-33.36062593337326,-40.25553892107675,-2.7548478700430055,1.5076395044421925e-07,0.49198027551737245
cc_align,100,gov,25,flores,79.56543889937304,64.16225486617851,46.50893984528552,-133.09019046926042,-149.69043605163114,1.2841414110348115,-24.32742605028126,11.598035501128475,-37.37164718474885,1.31725472926372e-07,2.93888675523471
cc_align,100,gov,25,bible,-4.528614501840135,32.666911489185665,37.092178385367305,8.041353518023833,8.969676636640191,-6.706065708997127,-7.26323147239505,-24.09083809830232,-14.767583763316345,1.1134323676258623e-07,0.1378740625508308
cc_align,100,gov,25,gov,-18.843753591281253,81.283279944622,94.86458394495239,33.30568167030303,37.487047466991605,-32.98945309848492,-32.49425222537396,-33.56660192878547,4.3670301526290585,1.6182771335879932e-07,0.5312196825877156
cc_align,100,gov,50,flores,31.11684519281141,1.698722951082475,-7.666451296968802,9.837534429499119,1.973644508369594,-6.285521624970746,-11.1411698222447,-4.251964131513671,-19.85346157842994,4.829922819336201e-09,1.54205911757064
cc_align,100,gov,50,bible,5.266755623703062,0.5910538147376059,-1.129866428708776,1.4774809194758054,-0.06755267416497482,1.1541702229459958,-0.019517415018216615,-0.7085957444486161,-3.541803996845117,3.145254367372454e-08,0.23043102458674367
cc_align,100,gov,50,gov,7.455928918290191,9.845093311603224,8.392817811847541,4.715146773056903,2.543456600089308,-12.409147055030765,-15.066852051582853,24.99401714524683,31.73228030463011,9.778959572067676e-09,4.085867579100606
cc_align,100,bible,1,flores,4.957339022080796,21.616050388204833,22.09045418925826,-10.475729900212313,-11.585442792614817,-3.2036591021422507,-6.027328444676111,-10.086019705471548,-10.279799316675689,3.0498310684594876e-07,0.23659441006787116
cc_align,100,bible,1,bible,-39.757902702037796,90.84022293825757,111.65154222902775,72.3984449995944,81.06212653384142,-42.726409018481604,-35.8471017136424,-69.41808652714845,-16.150634885485275,2.611563522154118e-07,1.368979812292
cc_align,100,bible,1,gov,6.83996573513203,17.621126445791568,17.131248699235567,-14.398371602106721,-15.92159167983299,-2.600304971456256,-5.7940385546206485,-5.870794949134135,-8.206436621910024,4.387749762579755e-07,0.31400045821790873
cc_align,100,bible,10,flores,13.322779566314244,21.359033429824716,19.298090565938107,-25.88367593804479,-28.740845042786297,0.5889440951303396,-4.726211105100279,-4.1299130902336,-11.220147814147971,3.00355488971496e-07,0.5592075555269231
cc_align,100,bible,10,bible,-49.90503218822772,92.90069167635419,116.96224246521157,100.07253830968205,110.68865652902468,-48.85583355999941,-38.71911447640066,-74.2859605876988,-9.711639551056578,4.600033921012954e-08,1.903828100733733
cc_align,100,bible,10,gov,7.38507522649052,29.216446220640446,29.722567827477075,-20.934938637630754,-22.396014425626547,-3.6918749550475116,-7.998309656099672,-10.191426985224929,-11.437401844176712,3.185598352416953e-07,0.4493705303043364
cc_align,100,bible,25,flores,15.184552122937319,23.792165525898323,21.4160131670672,-30.827589392754284,-34.02997108846521,1.400552145836257,-4.695207769812529,-3.871634523039322,-12.272510371442845,1.9528946735044672e-07,0.6607187674090148
cc_align,100,bible,25,bible,-46.522034337412954,88.3914150733277,110.9872478719486,105.94994241439434,115.61949485134693,-48.461103304997536,-38.33790870737374,-72.8851865435492,-10.218103933567907,4.822912947043902e-08,1.9922409068504972
cc_align,100,bible,25,gov,7.234135914150265,28.771070361957143,29.277938111194985,-20.751514262445973,-22.18346480847414,-2.500110990840284,-6.779746695276102,-10.236559604642167,-11.649644512796623,2.500348813496588e-07,0.44259350712939177
gov,25,bible,1,flores,18.636732841437798,14.597576864427547,10.266315257243846,-35.043855006548974,-39.065464041276364,2.3263602175919083,-4.128124901855856,3.2038440035071267,-9.247456305574165,2.2269361513759144e-08,0.7460666063793613
gov,25,bible,1,bible,-17.48981776662153,71.24582748945907,83.41730717096861,33.92235836140739,37.75985552946054,-32.37912908149175,-30.923393493219574,-43.02388150204439,-10.964650494252172,2.492149074468921e-07,0.5768632329340625
gov,25,bible,1,gov,18.50513291040656,15.124568779772485,10.885459961778894,-35.119531180272276,-39.105050740743984,2.0346455080679955,-4.428372101700343,3.109821167412813,-9.108259955492429,2.1398095062777147e-07,0.7479800633477692
gov,25,bible,10,flores,32.60250847734553,19.40096918491762,11.360341149603022,-64.17832015400681,-71.01961086684084,5.340477777972047,-5.670232992094064,11.751789339136907,-11.200890706588122,1.492232574891637e-07,1.3570139514114372
gov,25,bible,10,bible,-39.343112280203236,87.17691240055396,107.49755991707964,81.21873709317678,89.58252194893082,-46.82436088913344,-39.41618856855858,-63.03006187701288,-7.494789568518636,2.2464552008559177e-07,1.5081930730346587
gov,25,bible,10,gov,21.83756841020363,35.03293730723507,31.78496194865431,-59.67795103540555,-63.916670072955114,3.1968850317474544,-6.60947503383806,3.153472388958775,-9.775869135811982,2.2527247831259705e-07,1.235403101080511
gov,25,bible,25,flores,36.37804131386263,19.78214561704673,10.646949351936144,-72.27849481549403,-79.88474489124846,7.626368293968312,-4.613514964106895,14.195574360527303,-12.062059142955682,4.3008442928262787e-07,1.5222201757731102
gov,25,bible,25,bible,-41.00904510041623,86.71822900212577,107.49274258561968,97.97761229719578,106.45255146021773,-47.05795249829969,-38.28751097181379,-69.6268290201245,-11.560787785292009,2.744335696639289e-07,1.8205363834754205
gov,25,bible,25,gov,15.593356352616516,48.91326424614093,48.92659732107979,-49.08127418409635,-51.89976280853445,-0.22429397609048213,-8.924940635796004,-10.491035199823985,-16.336330301503345,3.4513972346558704e-07,1.0241595001985946
gov,1,bible,1,flores,9.00460777113952,28.197174309289956,28.115504650795312,-21.449258558670465,-23.29332574556379,-3.43832452488002,-7.968060828234847,-10.27742823532883,-12.903136139707586,1.4424690786387595e-07,0.46527010652750617
gov,1,bible,1,bible,-43.485895435804245,111.01882336244452,134.96648087506279,70.20624102465507,79.95358180690741,-47.41248875559358,-40.92392215124959,-82.51791458200414,-23.861186373535404,1.4386711083206927e-07,1.3275585520602082
gov,1,bible,1,gov,7.751948191618615,38.861108946374976,40.22167431607065,-26.660787519359445,-28.04447563958596,-4.759608089944404,-9.99044296982149,-13.628274383930448,-13.918451861014065,1.7342944765868733e-07,0.5669314938935142
gov,1,bible,10,flores,21.647560983898213,33.18133145394336,29.80518288761114,-50.01569312390554,-54.37307447551991,-0.6937020980716784,-9.544498887203845,-1.4431026625244956,-13.554591890109734,2.429790859914278e-07,1.0596909693687977
gov,1,bible,10,bible,-52.24423219517112,116.83754618430702,143.99444597758378,96.67255004511198,108.08653732775544,-56.75889999118847,-47.46064773953813,-88.01523671621716,-17.69840727833244,4.0455189163230997e-07,1.8214092724771611
gov,1,bible,10,gov,-4.359796161655192,78.87249765712525,87.86767785093193,-22.126989073134048,-20.405636703598926,-12.291055382281971,-17.21616789223712,-38.0015227068719,-23.075828333194774,1.1887732959776637e-08,0.4683985559119018
gov,1,bible,25,flores,25.45656025556764,29.9561220684948,25.11475981271437,-54.94352151665077,-60.15278493141216,1.9757928633256787,-7.718587208662371,1.7574333349720117,-14.035717002243512,3.491287897578098e-07,1.163215570802139
gov,1,bible,25,bible,-46.40182043016042,103.05471024066901,127.08082391416458,95.99211016815065,105.90856114356362,-51.211789104598154,-42.441989392221096,-77.9218910656153,-13.610205339627594,4.6170758021424463e-07,1.7928080074982213
gov,1,bible,25,gov,-15.03757473041523,93.81198969599653,107.50447912824353,-0.6466035550068308,3.3820253288389788,-18.00420266938878,-20.37053459547381,-56.586142848441945,-30.49769710398888,2.2309996499875651e-07,0.0383830449189546
gov,10,bible,1,flores,17.596032482593515,19.078022859036295,15.507057683267163,-34.9137930823526,-38.65556773112365,0.481713365908262,-5.979660555791958,0.6749334914326987,-10.158181428153764,4.2314838465573356e-07,0.7451848076745167
gov,10,bible,1,bible,-14.02294153603873,70.30041346811228,81.33735746689618,27.904854329826033,31.009263630565965,-30.97947625403098,-30.454571019525346,-40.8256062956083,-11.84729643650757,1.780162229095931e-07,0.4517685468051592
gov,10,bible,1,gov,17.416094673728242,21.41163731379851,18.127971826394557,-35.78111763573322,-39.448952871464634,0.44906527412235747,-6.166934468485545,-0.3602981854032838,-10.78360266550626,3.645968170909271e-08,0.762366628680391
gov,10,bible,10,flores,28.51868805192328,20.466961376714515,13.758017667030645,-56.75318799984986,-62.73427150298288,4.195431376172178,-5.683716565730997,8.297165388664459,-11.23365944518914,3.5972721557396113e-07,1.2013344282882041
gov,10,bible,10,bible,-36.47530542422734,91.60864842546252,111.51206091293122,74.67214215512793,82.49462500198733,-46.7097154603383,-40.410510647408195,-64.05707740865385,-10.315916518613424,4.2654767807347297e-07,1.3699880653600884
gov,10,bible,10,gov,10.589931144079237,53.20569573056701,55.149270479179876,-43.777708453419265,-45.45930946726944,-4.336945157618275,-12.015501999522213,-13.429580481615337,-14.28468672059803,7.38563972560807e-08,0.9117607866208002
gov,10,bible,25,flores,31.24952965989753,21.069099268182452,13.601129630706632,-62.84692134394718,-69.37554516895105,5.9167824164763845,-4.890920568278302,10.057363665042741,-11.820241904038818,9.902808070007326e-08,1.325521178281444
gov,10,bible,25,bible,-48.26760374393667,88.71847653326017,111.87059043189639,109.35222240980218,119.38633571939701,-48.77777472330225,-38.1373164419069,-74.84564243101481,-10.841841347838997,4.9894936427799916e-08,2.0642207017991323
gov,10,bible,25,gov,-1.7832760219756671,59.41162007573788,65.687752560149,-19.472745078759395,-18.556045519347716,-7.792650483269776,-12.075740271109268,-27.022273158057196,-16.979963733096632,1.8091067307867743e-07,0.4095923515399832
gov,50,bible,1,flores,5.449448677981785,0.009166434123771258,-1.824751661240964,1.3403784341699534,-0.24343797312766874,-0.3352005198140616,-1.4158721080403094,-1.3932134209169245,-4.50539959792543,1.860163036395572e-08,0.005413066604441149
gov,50,bible,1,bible,10.821446322740448,4.028930805342781,0.9853893037802707,4.061289282098586,1.1264478345728166,-11.517501417683187,-13.765989616029053,10.54342909444112,10.123574497603869,6.399957571880531e-09,3.025552983252356
gov,50,bible,1,gov,4.719632401403674,0.06665355927402887,-1.542570765775031,1.13137533460346,-0.2749286615571087,-0.07947684195591062,-1.0708385206848008,-1.1176547774615893,-3.80358936515414,1.8825160844546624e-08,0.04129675413845135
gov,50,bible,10,flores,5.858975759390067,0.21207346469770608,-1.724411522357343,1.5244797244223476,-0.1612946978805066,-0.6828038169410316,-1.8461399910365246,-0.9374686121680671,-4.043373795378704,2.4631515696134712e-08,0.11087356354544993
gov,50,bible,10,bible,13.35364353136491,6.252420423101174,2.6715634010365417,5.480711298723145,1.9057498797644854,-14.11407729998947,-17.015384140935836,15.700134671391979,16.24418541360828,3.498970472908555e-08,3.9188878919613845
gov,50,bible,10,gov,1.3169110243472644,1.220857413470769,0.7478642992554777,0.42864347467208785,-0.15886218657601947,1.7004504434429382,0.9767879148057106,1.8606988932832824,1.789932536137,1.2079670928724395e-08,0.2543025870465847
gov,50,bible,25,flores,5.559914904983362,0.2967920030450846,-1.5415031709806488,1.4688839290950277,-0.14475483468563863,0.23154011563407054,-0.9202276259673458,-1.051405339779385,-4.107746538396504,3.1768379949894764e-08,0.07449315212347628
gov,50,bible,25,bible,17.30574515221263,6.92549481120315,2.226304267183482,6.936737214996278,2.390682664593303,-13.321466756838316,-16.900815349733623,15.407690810697554,14.006943403493294,4.29067335561824e-08,3.8469114550032577
gov,50,bible,25,gov,2.727373439419255,1.2530506754157662,0.36014353939076726,0.9100630715550934,-0.02192010564210827,3.5860258389560267,2.621844142395616,0.5807200749397021,-0.7127366505986402,8.34425768163939e-09,0.6581119161614729
bible,25,gov,1,flores,50.536431939816296,35.9593222353963,24.19432183127445,-97.20784222901888,-107.6649346884619,2.9114320610670736,-14.039476135348664,15.022514071784569,-18.440520886237472,2.4403637597284607e-07,2.0831225943869116
bible,25,gov,1,bible,26.67783769848766,42.05596086396059,38.05820191689063,-55.99355120843382,-61.383166663704394,-1.5350075285266693,-11.99545517710048,-6.541122043344835,-21.04469450077405,3.9661513226920177e-07,1.2047544258732872
bible,25,gov,1,gov,12.271794876090448,48.59498221437551,49.5729360881476,-22.114515965839253,-24.633328757992526,-8.44216239942727,-15.038951985841825,-9.609889432244689,-7.351683183248978,1.7292375568848525e-07,0.5522382541893145
bible,25,gov,10,flores,96.05277119911096,53.76820956078424,30.12940723896646,-174.84029186904306,-194.7567909847442,7.093972613058303,-23.518609308324503,34.0489474424647,-31.017330145780715,3.2139154412262775e-07,3.7711883945514075
bible,25,gov,10,bible,-10.744054072984207,113.88345779004013,128.29500989710013,1.1948792105352437,4.316060585724518,-31.97185470023416,-35.627014476200145,-67.75505168248912,-38.57457759470535,3.0899591515570184e-07,0.07562957323571418
bible,25,gov,10,gov,-14.329980320444543,77.26499456600347,89.09049916869665,26.056724116471404,29.26332224542249,-30.677579982959756,-31.109283095947177,-32.0170610306409,0.8262521251402926,9.19761985306261e-08,0.38819545695118396
bible,25,gov,25,flores,95.9111424642306,55.58742275021285,32.17273823877068,-168.37833160564168,-188.35721711320193,6.632813188248546,-23.63459851423815,30.21257731468193,-33.81596790760157,3.36238979132325e-07,3.6563460781641575
bible,25,gov,25,bible,-30.18645985096758,132.8292986508987,154.9682190078113,29.92273331240014,37.347721420975,-41.40551805310437,-40.78130789453735,-88.31277650227439,-40.375639910895835,4.2950253385427503e-07,0.5225075393385324
bible,25,gov,25,gov,-16.158076507866507,66.263712933021,77.53767179672012,29.08926080151262,32.58557029373385,-28.928037633385742,-28.491547961252934,-21.965440065592013,11.248602516278709,1.7152039530309946e-07,0.459097349588879
bible,25,gov,50,flores,28.381526166899107,1.215283987915893,-7.377653458945611,8.805422633568348,1.6138062583464126,-8.137541236014833,-12.496105535212411,-3.505761827989914,-17.4907699505017,3.4782691677733235e-08,1.8715577610270318
bible,25,gov,50,bible,10.21662923635812,2.018506455523739,-1.0446366092979185,3.380659547939021,0.6135039914261198,-4.2513563240478724,-6.242115782006055,3.075316527374272,-0.2933305858616105,2.9473263832887662e-08,1.1523020153012615
bible,25,gov,50,gov,6.493810922873454,9.769942067633515,8.598785881211057,4.413706316159869,2.4775408435504445,-10.785257684620644,-13.326519346255902,24.448902049744905,31.338393711939982,2.689908403477524e-08,3.7230958846219844
bible,1,gov,1,flores,16.36139429893876,82.0779410616669,85.17733380866117,-45.79163910956616,-48.59054841064179,-16.192896365386158,-26.017748433768848,-33.59466848950083,-32.573984712975694,4.590731193296628e-07,1.0238265249815217
bible,1,gov,1,bible,-14.541211006852132,91.75925440640869,105.0975452253168,13.775878163834237,17.444570919676636,-24.820398610265,-25.91777015461012,-63.31470595504162,-36.08641791355189,1.6997841946174185e-07,0.2158470704030976
bible,1,gov,1,gov,-52.000837097251456,166.1051225704395,198.115871485651,66.46613206529948,78.71812051579711,-52.57639584406349,-47.64211626215079,-117.78519135653666,-45.752585056809565,1.930481005630134e-07,1.2518930566106865
bible,1,gov,10,flores,73.8147177593863,91.00596670241649,77.76211781848285,-143.08807475486952,-157.93789137723246,-7.562844253192824,-33.95721490903494,-1.5678000024535839,-42.97925936502457,3.010957543286331e-08,3.122898515418044
bible,1,gov,10,bible,-34.117884416248614,125.96241105098787,148.59403002517834,37.43358809961264,45.62887933530495,-39.09177601977667,-36.95705443457056,-89.08435648642354,-39.991625188192536,3.144414024917859e-07,0.6963189140139492
bible,1,gov,10,gov,-25.813124932489558,103.03460105583692,120.88198014924325,41.17723526846772,47.07380468928767,-40.24203510678653,-38.846115971334285,-54.36981208610924,-8.240527592573214,3.8375817571697134e-07,0.6912146828669633
bible,1,gov,25,flores,90.97338047689978,72.96555419090008,52.77013687552662,-164.76647058321228,-183.49372289766592,0.9858286554483054,-28.965467213811216,17.750732608049997,-39.67671253005216,2.613220442472744e-08,3.5866372330611638
bible,1,gov,25,bible,-38.776041633415986,126.56159756760019,150.6505545169923,44.09464530084423,53.293616085444675,-40.469379855060794,-37.15981033099529,-90.9018608014669,-37.94647743655493,1.1816391637690986e-07,0.8398673965821795
bible,1,gov,25,gov,-12.21197188427652,73.80639123244123,84.65033632072362,20.835210653979146,23.58745975997868,-30.066856118989318,-31.148436470266883,-24.382900414899083,6.8680933076997706,3.200243324600856e-08,0.27887800595757545
bible,1,gov,50,flores,27.87572483704954,1.1698516054507275,-7.275885607296926,8.622935112120969,1.5551782095487066,-8.799182774136487,-13.066531452877552,-3.1280524400382554,-16.706695983085513,2.938754726447451e-08,2.0081714474298202
bible,1,gov,50,bible,6.444020372871331,1.7307326316899925,-0.229400366082691,2.137749300581155,0.2940451273575508,-2.170514795164985,-3.623469728950041,2.869231776104556,1.03838889733088,2.696387257065148e-08,0.6593059335185585
bible,1,gov,50,gov,7.718314759831261,9.62245338039669,8.069206451466437,4.730317708951134,2.4968110861225945,-12.501661059131482,-15.160153866984409,24.449344250796866,30.86206477649304,2.9107624833450927e-08,4.072691944156013
bible,10,gov,1,flores,44.48086617149261,43.440650856773004,34.24046572250046,-85.56599635022963,-94.71193258646205,-0.7045293826092707,-16.170981742995913,5.375965518306467,-21.909390484818307,2.948895144507786e-07,1.8485283453730348
bible,10,gov,1,bible,16.8553414673673,52.2457197500056,52.21369356525066,-39.16182702355436,-42.40794961397108,-6.312092226558955,-14.455000576892,-19.388282306111286,-24.344619205129483,3.481458079271873e-07,0.8592011819541755
bible,10,gov,1,gov,3.37852394601334,60.98762020538326,65.87285131872181,-8.397802689925767,-8.924980272715432,-14.207334237097822,-18.91689927637945,-22.71886160340742,-11.312649331072372,2.0107309699997803e-07,0.27181993226671836
bible,10,gov,10,flores,90.89435906885359,56.6398782202338,34.83526844775785,-163.29753986552998,-182.1497658097133,5.612416213545655,-23.482936330537065,26.89653674857207,-33.6089397550977,3.0548696368359663e-07,3.535311193434827
bible,10,gov,10,bible,-24.29934665360089,128.3592658825835,148.28499260054915,23.738798175848654,29.833441732387175,-38.58381071784753,-39.096476414591564,-85.69373135805968,-43.38801073722075,4.2050492190508694e-07,0.38891457197229873
bible,10,gov,10,gov,-17.482666406578797,82.13960720035078,95.39840536040514,29.683807464283547,33.62268916741071,-31.945547794683485,-31.83285225862438,-36.665523178516715,-0.7646678047735095,1.235489063483545e-07,0.46629319070938813
bible,10,gov,25,flores,96.01695699602509,56.42583436093211,33.06350087843059,-169.0853384684041,-189.07039369517602,7.165685781818756,-23.209819255222122,29.43480207701513,-34.77600554698555,2.9260141823444604e-07,3.6688244784197557
bible,10,gov,25,bible,-28.234765801046724,130.87099877392328,152.228527549953,25.1228858665452,32.147213943907474,-41.13580312078661,-41.048725984009735,-85.00603511812264,-38.969268733567375,1.7563896047193215e-07,0.4262554440791716
bible,10,gov,25,gov,-14.59059008267681,69.7296212869128,80.87978337923352,26.787280535490048,29.97518446944565,-29.337124167597,-29.456060107161072,-23.978609977951532,8.539254520848301,6.919531158077049e-08,0.4053875903863805
bible,10,gov,50,flores,27.63457017529313,1.2168176301373317,-7.151870649635124,8.57707175024264,1.567681082692428,-7.700442920984578,-11.962087140251286,-3.4286217216044634,-17.064692186413065,3.953275585238085e-08,1.7772313397539707
bible,10,gov,50,bible,9.826630851278574,1.897568846031228,-1.0606604807354443,3.2176409142594014,0.5468527763622075,-4.544209563156205,-6.455477801623327,3.0797603871020915,-0.0965059224217347,3.392837397464995e-08,1.1977678640821454
bible,10,gov,50,gov,7.2839179468706385,9.70071189996999,8.285607848333774,4.634174548017698,2.50590217341558,-11.315668003996032,-13.947662691349038,24.248483579303144,30.726082193738662,1.5766041861367567e-08,3.827540714500201
