train set size,test set,c0,c1,rmse,kfold rmse
1,flores,0.0,0.0,3.01695210435963,3.01695210435963
1,bible,5.4181503696854385,-2.054656374528582e-09,8.767146147508585,8.978578318170364
1,gov,6.390062209202499,-6.584612270030273e-09,9.944776968578477,9.72587925800712
10,flores,3.5600799739021616,-7.021236918641979e-09,5.945922984178906,5.717452970811457
10,bible,11.33999353828494,-3.3159106829974677e-09,13.314669815926287,13.62988564785888
10,gov,14.532691085584162,-6.268166666537707e-08,17.129350594446567,16.95604825130772
25,flores,4.950095864751024,3.6125209454556656e-10,6.940750729250967,6.7161044453365415
25,bible,13.627687149460808,-8.176593422364564e-09,15.109323929228252,15.450557490729246
25,gov,16.526945522564525,-4.417453752092685e-09,18.989823109104258,18.827643415637578
50,flores,10.699397995027882,-5.35291930499382e-09,4.235525593237097,3.5762305261818983
50,bible,0.0,0.0,1.457166199626293,1.457166199626293
50,gov,36.82466060955421,-5.535162964552794e-09,6.986440577881565,5.6113449155991155
