train set size,test set,c0,c1,rmse,kfold rmse
1,flores,0.0,0.0,3.7177950454536886,3.7177950454536886
1,bible,6.4280839617410015,-2.2884477731356553e-09,8.764316604739388,9.035262755518927
1,gov,7.344516223717416,-2.2608369961594402e-10,9.956324003164413,9.736055951977768
10,flores,4.388578374903884,-2.611319311105741e-09,6.020040988775202,5.717269804524768
10,bible,12.34173629330691,5.184360181123198e-09,13.314342700031828,13.643137413373946
10,gov,15.729002249384425,1.5345088460995237e-08,17.101832960463057,16.951731279188063
25,flores,5.950318373314667,-2.358581270606169e-09,6.940670590160984,6.735091571406985
25,bible,14.84005702379573,-1.5205316081412322e-09,15.07560741191272,15.450391916012864
25,gov,17.694444060448603,1.6224165597907908e-08,18.968471775626483,18.825659440667575
50,flores,11.712925978741115,-5.436976899660476e-10,4.22755293936123,3.524885148404909
50,bible,0.0,0.0,2.335950912726264,2.335950912726264
50,gov,39.90496150671021,-1.06525843354304e-09,5.863378885404047,5.608303864408611
