train set size,test set,c0,"c1,1","c1,2",rmse,kfold rmse
1,flores,3.5420459664997406,-3.3821177124792007e-09,-0.8262507119921408,2.3416133861755677,2.3323952206575225
1,bible,11.81701772138143,-4.649784622899427e-09,-3.3264389599074216,8.359598512644505,8.415997228961235
1,gov,14.307234535562891,5.482923759468005e-08,-5.042206973238734,9.564551442545229,9.639226316208774
10,flores,8.909076376766205,9.336983165201754e-08,-2.143414892664895,5.353773594303506,5.375143250434519
10,bible,17.121213815171785,-1.3786074496408604e-07,-2.6312039791787427,13.056683115042462,13.173131444223714
10,gov,19.97775235766397,-2.3331211060842644e-09,-2.2982166182625066,16.934714257912646,17.11942071110288
25,flores,10.063134803269069,-9.210839981618933e-09,-1.8764820765726387,6.442133983703709,6.4602072610868735
25,bible,19.130837677086753,-4.291679535484907e-09,-2.314424358304655,14.884540161436274,15.026465350742564
25,gov,21.580523582141833,-3.800346931020752e-08,-1.7944459312199639,18.81437449363906,19.020451489527467
50,flores,23.947556399628805,9.050508591023366e-07,-11.218822639399763,2.92879386824887,3.818768026026271
50,bible,2.134135899886819,-9.584137743992962e-10,0.0006065439106086434,0.8736645974758671,0.9750849944874725
50,gov,42.521445652255856,8.320273725232062e-09,-0.270897982488736,5.332217742892574,6.619981619146723
