c0,c1,c2,c3,c4,c5,rmse,kfold rmse
4.761417617199394,-6.589810712844853e-05,-4.239705626491219e-10,1.8530192693864118,4.0887055341276195,1.5856676652671572e-06,13.99246504148361,13.948395633525786
