train set,train set size,c0,c1,rmse,kfold rmse
gov,1,4.747149380627585,-4.731746000895456,8.299341231026395,8.383450534201113
gov,10,6.202854625514055,-13.771422785842484,14.036236037019263,14.177023850329757
gov,25,9.00488367313593,-12.998236907047096,15.423166036747205,15.577096542836514
gov,50,15.584953847868702,-5.572146426900985,17.2310137685355,17.553991099618983
bible,1,12.658268517382853,8.802100642913567,7.818768256250524,7.882380139487369
bible,10,19.83003178243687,12.963712898982088,12.376031743242654,12.473158079120712
bible,25,22.524023571198722,14.542107865533483,14.188243228257148,14.298609136690294
