c0,"c1,1","c1,2","c1,3","c2,1","c2,2",c3,c4,c5,c6,c7,c8,rmse,kfold rmse
44.18270424230129,35.98908263972675,-65.3176982647375,39.20674581398168,-106.10702217292469,57.40548710073807,19.282158446852154,13.558442920010142,-2.7078659145820074,0.6144792701112824,-26.31123523431795,3.3509958684262635,4.273927835299183,4.345578877652409
