c0,"c1,1","c1,2","c1,3","c2,1","c2,2",c3,c4,c5,c6,c7,c8,rmse,kfold rmse
6.29733134927185,-1.1392251883653108,0.06524280174522018,-0.0008232382309442415,-13.646613103819707,-9.307062519810612,-3.263561241731754,-4.552262279806307,-4.8125468296785465,-2.1263490528263826,-0.8464523964032976,-6.604420215246016,10.965998590606416,8.16698008623863
