train set,train set size,test set,c0,"c1,1","c1,2",rmse,kfold rmse
gov,1,flores,21.660032340190607,0.08068786881186248,-19.340722194708857,1.3043516908161465,1.3961554006341328
gov,1,bible,4.892316816184638,-0.06525805023356779,-4.527059024958651,0.670323305079993,0.7166217860211814
gov,1,gov,42.820200911797386,3.989016250730749,-30.95922425967963,2.609661536180566,3.018514784093534
gov,10,flores,29.350769495968688,2.2465403242910202,-22.147310652338675,2.833078419905461,3.1244083377474348
gov,10,bible,8.914799575456328,0.08914226880894001,-7.853946688371993,1.0248577137078936,1.1020488172116685
gov,10,gov,45.77996037057768,9.714525438295892,-22.74448569970634,3.3783131885602353,3.675785202020017
gov,25,flores,33.76556862517146,2.835691703449658,-25.00126261224209,3.2189025044783985,3.544770583305174
gov,25,bible,10.193423328219216,0.1657406653014619,-8.859165388569366,1.159885051776429,1.2418731695007876
gov,25,gov,51.61052116660771,10.720387410937288,-26.080908886312283,4.030177828996313,4.358292226010237
gov,50,flores,32.88618036210105,2.7625168345196847,-24.348697685919564,2.7352635461079147,4.034714006422973
gov,50,bible,5.908858198747529,0.3479667372335642,-4.656825172879141,0.7756717518813587,1.0645399187906248
gov,50,gov,47.00887211834325,12.447902118114378,-18.656768989020332,5.225578117938407,7.0782781751211585
bible,1,flores,4.744141214448133,0.06054676210368481,-4.1546883213596635,0.3928528138335199,0.42302622818867086
bible,1,bible,36.418838468048506,3.675241254796566,-25.794087155271722,2.1036476257769787,2.3393865361179578
bible,1,gov,3.287146753688621,-0.009901400213517653,-2.97724543014506,0.2633122354417587,0.28151692475430434
bible,10,flores,6.618215140764811,0.35798698066225737,-5.276216384533531,0.673300329285551,0.7206092426392534
bible,10,bible,41.1761089965576,7.3559957512031735,-23.082104917192705,3.099193443462353,3.348957026739715
bible,10,gov,5.5425883975671155,0.06749880647447232,-4.8600871114376245,0.512184862460169,0.5478272255417626
bible,25,flores,6.423323893433786,0.5026438441968489,-4.825969489870334,0.7357535819387746,0.7873054507221797
bible,25,bible,43.228322467146235,8.768004441580453,-22.24632792906368,3.358719994283662,3.6331592241274118
bible,25,gov,5.937699300335854,0.10559683785007146,-5.143295786777343,0.6366579406034348,0.6814679812984273
