language to,c0,"c1,1","c1,2","c2,1","c2,2",rmse,kfold rmse
ka,26.853349117730342,13.729583100622914,-2.6571624123799133e-08,-56.91560876911561,-0.0001956849532207108,4.261412178031406,4.339197019243413
gu,30.38172922594639,10.323933609306339,-4.639690277140323e-10,-41.110649900881185,-29.678168506001374,4.5388273503559295,4.561364674950043
hi,35.291512594939675,6.655586609648635,1.4104391067716886,-69.66034295538076,-5.6350300943207816e-09,3.3067999056073845,3.3386037835714695
si,42.298086052467475,8.05905643325131,-5.64239529640496e-09,-80.62146915701331,0.2909776349886197,4.843332551462689,4.936089711986801
ta,32.522640702187914,8.142361831750927,-1.3312596892581097e-08,-62.65698347962065,2.1803199544104948e-05,4.2316841681918795,4.326721722848916
