train set size,test set,c0,"c1,1","c1,2","c1,3",rmse,kfold rmse
1,flores,2.8094256024701116,-2.4606366733563496e-09,-1.798027596303952e-07,-3.1479874877617015e-05,2.375911696370888,2.391801406060458
1,bible,5.797183635567936,3.3802986741427112,1.6615022340811259,3.283731115641411e-08,8.382169850159684,8.507268133915247
1,gov,6.066339861353628,4.132850855182962,2.0618928828508327,2.7168057669863182e-08,9.602716342214402,9.71854106384926
10,flores,8.836029085693163,-7.55519625142294e-09,-2.3673932871053878,-2.246477045008959,5.3235055073099655,5.370001866845167
10,bible,10.089790578373652,5.107931405443829,2.6303343943039317,1.46182054359373e-06,13.054082361007923,13.262566864462148
10,gov,7.469377326231849,10.439479862478922,7.30499633708524,-9.854405038554179e-09,16.877922605042624,17.162198510285286
25,flores,10.255965014844369,0.0019952861874431866,-2.7286122403503013e-09,-5.7871535065683135,6.394528929530244,6.454931081658669
25,bible,12.03881029358651,5.709985338888998,2.483145527761738,2.753555583147306e-06,14.878511304385594,15.145481047840786
25,gov,7.131001012196595,12.475489404597246,9.35051343434108,1.2478756270551962e-07,18.732315929732774,19.054053158938807
50,flores,22.60388374191441,-5.826143221630066e-09,-8.721534989577998,-12.169727310311206,1.9014177332251558,3.3398912975271315
50,bible,2.7244935493126397,-1.4243086923850633e-07,-4.807125822667176e-07,-1.7567537372939726,0.700576939194581,0.8672307023374239
50,gov,24.197486667518387,-2.6645391184157793e-10,19.132353031351336,25.35295269152517,1.5856397477878583,3.531974920585977
