train set,train set size,c0,c1,rmse,kfold rmse
gov,1,5.688457612320341,-3.6096975487898986e-09,8.668229579531538,8.940703821268698
gov,10,13.84725918989444,-4.733155763215859e-09,14.239644041134905,14.520732711553148
gov,25,15.952498735233108,-3.2857683252930067e-10,15.628968698436598,15.915215031734306
gov,50,17.177605151207505,-7.645428043796553e-10,17.396706375174716,17.986179280498764
bible,1,3.65293180050489,-3.199390125719612e-09,8.245758784848794,8.09349039019874
bible,10,7.911962988078304,-1.758670401154743e-09,12.630340533951522,12.52972300479901
bible,25,9.48155850260777,6.593605372272559e-09,14.407873762435013,14.294664396954142
