train set size,test set,c0,c1,rmse,kfold rmse
1,flores,0.0,0.0,3.01695210435963,3.01695210435963
1,bible,-1.897549484311301e-09,-2.9198819255834376,8.480803019561925,8.572411922506054
1,gov,-1.898801015359786e-09,-3.072434988099352,9.712479958056806,9.714776040495348
10,flores,-9.005732393152607e-10,-2.6091598650572587,5.274195691257696,5.249293362284351
10,bible,3.8646526406477946e-09,-3.65484645252602,13.227108427547398,13.309484988955663
10,gov,-5.0256263758397896e-09,-3.920322965661708,17.191751635665216,17.2232959347803
25,flores,-2.4725476437699323e-08,-2.8857490135353774,6.321006289629128,6.308658308205908
25,bible,-4.4634475825200495e-09,-3.855080758060309,15.087710423506765,15.179896525162233
25,gov,3.7035599353452286e-09,-4.0647458336524585,19.11853070527252,19.242027579588854
50,flores,-5.062181537936997e-09,-3.707332145099394,1.726694253671568,1.7803398408389906
50,bible,0.0,0.0,1.457166199626293,1.457166199626293
50,gov,2.6022897299695373e-07,-5.143692390605717,11.390289684200026,10.83222735643798
