c0,c1,c2,c3,c4,c5,c6,rmse,kfold rmse
8.166387536454705,0.0009701697206578435,-9.26401486641404e-09,-0.07457181827224847,0.006786979378629443,-1.6380656069156065,-4.514554065932996,13.697958723823623,13.701408290748613
