train set,train set size,test set,c0,"c1,1","c1,2",rmse,kfold rmse
gov,1,flores,4.546994105189,8.13380974752725e-05,-8.515598927049224e-10,2.220541262134705,2.293344819208152
gov,1,bible,0.7701875902555408,5.1239576458126556e-08,4.073486722386941e-07,0.7950353788927924,0.8176020139304588
gov,1,gov,-3.3800458920174855e-09,30.202298548969768,6.994865538734398,2.7384380776254775,2.986259915092993
gov,10,flores,11.809418964890654,-6.1010262936850456e-09,-0.0005400406447144779,3.440244673107443,3.5319265302975813
gov,10,bible,1.9660510317422486,-2.1037772570514193e-09,-0.03364156156805375,1.2589421419048579,1.2934787843980025
gov,10,gov,9.222284306483317,45.50720841558878,7.129456375248313e-10,2.719044823917484,2.915932780035466
gov,25,flores,14.291358614889559,-6.7728350803466635e-09,-0.22993079306736816,3.8893190147668895,3.998904456418772
gov,25,bible,2.4129429308584216,-1.2691635116528836e-09,-0.08137873691426147,1.422680846903638,1.4631226927245984
gov,25,gov,9.389837743841868,52.031661777569504,-4.847473276453569e-10,3.3232112537986676,3.5553539772556086
gov,50,flores,27.537309803189665,-8.63422397589763e-09,-39.9962731162952,1.439989977233542,2.2502297351617018
gov,50,bible,2.0935496485586897,-0.03128392312644602,-6.927822988542746e-09,0.8763018315066363,0.9732950720004151
gov,50,gov,2.3085116176523217e-08,74.31974641496136,0.527359629143867,3.5808014995883823,5.118194321430476
bible,1,flores,1.0702720225894313,-2.829881122331645e-09,0.0002924561540628813,0.5514169031123857,0.5673617222963454
bible,1,bible,8.543418587221176,14.908684013574337,-3.756639758704836e-09,2.834576958007136,3.0316613786906945
bible,1,gov,0.583228376180724,-8.37375017175789e-10,0.0006043235328661021,0.38678405309704056,0.3987994056903773
bible,10,flores,1.857132260946645,0.6734977931618704,4.527759985008567e-10,0.8208371163544204,0.8510699350248225
bible,10,bible,20.306091856866406,13.006439881260523,1.8257895494237273e-08,3.3994871768250405,3.5890929866334496
bible,10,gov,1.2600584084954707,-2.9435574052282332e-09,0.0009145304211453118,0.6823286094233992,0.7012678565575772
bible,25,flores,2.1407623392419626,0.7704811570820412,-2.960282588931581e-09,0.8472956520991684,0.8734487326014719
bible,25,bible,22.236846908616187,16.91634177429941,1.871015042788278e-08,3.542955122566341,3.7711495014097083
bible,25,gov,1.4329781707411164,-1.2985361783052054e-09,-1.4835819054100258e-06,0.794865464740403,0.8177849436321962
