train set size,test set,c0,c1,c2,rmse,kfold rmse
1,flores,0.0,0.0,0.0,3.7177950454536886,3.7177950454536886
1,bible,6.420021706796732,3.0017906109564433e-07,-3.571439087519351e-09,8.766612361566732,9.0223915508958
1,gov,5.9981283914200585,-8.105767286622906e-09,-0.0017455164802240325,10.382219992715344,10.04949222905971
10,flores,4.559775042019564,-9.338736579620312e-09,-6.845008373031314e-07,5.946051070501213,5.7175732984500165
10,bible,12.340035043951765,7.420731131798249e-07,-1.7625802955186477e-07,13.314662089363448,13.660469069444689
10,gov,14.213619405520097,-9.282955266943133e-09,0.027543944189661163,17.37288939151595,16.956092604227063
25,flores,5.949204639780043,-3.1666161708604565e-09,-1.5730944099510927e-07,6.941071753069194,6.705926764291414
25,bible,13.689092208726365,-7.116414024116672e-09,7.891152304204124e-06,15.292807670006807,15.425987372029219
25,gov,16.091373319558464,-9.681602084541555e-09,0.09353038506879896,19.23844359773172,18.827482925949962
50,flores,11.687009249672139,-5.714242584070384e-06,-5.735442849235705e-09,4.242849209325536,3.6365279878842327
50,bible,0.0,0.0,0.0,2.335950912726264,2.335950912726264
50,gov,39.83339007150236,-1.9912107603974187e-07,-4.215016995333614e-09,5.89338087169242,5.568096388764141
