language to,c0,"c1,1","c1,2",c2,rmse,kfold rmse
ka,-3.16553949397549,39.903416496320254,-50.47849354845772,-1.4042159729462718,6.096096016459636,6.197084732186956
gu,1.8222063020719648,31.035785327578132,-36.50403200000094,-1.3603881481807263,8.188308438367748,8.323779179462322
hi,0.5934073530948927,8.364270422440464,1.998332086100322,-1.477915817019932,6.550261619962268,6.710713229557105
si,-0.38098634242784923,3.1507692934136995,-0.6303055140529032,-1.662729756545124,2.999324292492488,3.0531541730068326
ta,-1.4070389982202587,2.7839377166883157,3.0917958847918983,-1.4956658458508645,3.7918865055047895,3.873819970545415
