train set size,c0,"c1,1","c1,2","c2,1","c2,2",rmse,kfold rmse
1,4.748727320381073,0.0004107636238163067,5.5493552723190904e-08,0.00047016981861640686,-1.6737636688103543e-09,8.490928822560692,8.474782243866548
10,10.215050965562304,-1.6481033123568985e-09,0.04516605745870339,0.004712342790453463,-0.022585380016787587,13.898547456953878,13.71904335839973
25,12.836731340863222,-3.5276727908722747e-09,-0.036292875303627174,-0.0010270667218966493,0.0025794436423750775,15.36109618932222,15.28531144107853
50,12.91062875686296,4.526336792371743,-0.005536715636700039,1.852258241537984,-4.6030361853872904e-10,17.554781394402667,17.94197060861306
