c0,"c1,1","c1,2","c1,3",c2,c3,c4,c5,c6,c7,c8,rmse,kfold rmse
-6.498594634519071,26.508538597797056,-50.39069197455105,32.67697082393185,-1.4955286802461778,9.17696709544189,2.265898205812576,-4.635137317278853,-0.9623517565674975,-25.556717143775685,-5.7822844045766475,6.4820664416383105,6.593836709400156
