train set 1,train set 1 size,train set 2,train set 2 size,test set,c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3","c3,1","c3,2","c3,3","c4,1","c4,2","c4,3","c5,1","c5,2","c5,3","c6,1","c6,2","c6,3",rmse,loo rmse
cc_align,25,gov,1,flores,19.469679360483504,5.137986855297318,-0.3891177606408461,-2.1694265106205672,2.8610239703448537,-2.1105770344557735,-3.0063307003532627,2.5058556057889616,-1.5981165133328217,-2.1380582806825634,3.290798360105328,-5.302408330265116,-9.306874392757841,7.648957263664873,-2.9896939174417225,-12.564480977651248,-11.984032021349972,-11.145187850975175,-6.783549397248566,3.745025021803048e-08,1.1275606858012543
cc_align,25,gov,1,bible,4.67082262210875,1.3681980923510728,-0.09622984805713493,-0.7163125602229651,0.014290003328305571,-1.3649253130605767,-1.6000529303365139,1.8591338666602732,0.5644254027299616,-0.10168230004717015,0.9451535163804943,-1.3037257637846142,-2.529637046532342,1.955783940988361,-0.4877501934376786,-2.6869316041427913,-5.3160828804339815,-4.701756299931049,-3.073300281101859,3.707049807811005e-08,0.3349177279865624
cc_align,25,gov,1,gov,11.131581227349715,8.019640190941066,5.282102888784317,3.2044482248965767,7.156573151505152,4.105771384307592,2.057161153406408,6.029731977919788,3.1357584023743335,1.4210189287872155,4.3221687509261955,1.9819202890162677,1.4210626588814548,2.1078355974316936,-6.0135013929847885,-13.322735420240022,13.659084691525567,7.805475902520833,3.4048661146585926,4.387544072942138e-08,0.6256822221134187
cc_align,25,gov,10,flores,33.73607011585048,6.543442171891769,-3.1230847255341887,-5.598360265160189,1.281488199150304,-7.090355636467578,-7.511029043179053,0.45702604979641664,-6.392733484029021,-6.142633028764072,8.538568910359437,-6.661642532375923,-14.764847031862008,16.07797269707328,0.1856701898886011,-14.117380314604384,-37.015359220522406,-30.37907383286623,-17.24350678581218,7.50638340696905e-08,3.033189437585541
cc_align,25,gov,10,bible,4.825618714906961,2.0334142470186047,0.589071384477619,-0.16204531785449006,1.9473515404949588,0.504983430096624,-0.22561160542821035,3.7990522051257165,2.5392244477049952,1.408426462432434,-1.5381810427603004,-4.10441120249164,-4.820714947478897,1.43272310810657,-1.6208796855511913,-4.369123829715093,3.242319826514234,1.2705480595300842,0.08030426022693188,5.531800572337495e-08,0.22082759456818898
cc_align,25,gov,10,gov,11.863523503108768,8.777795784113188,5.896513978510523,3.652708511260944,7.854378331783745,4.601806018480649,2.3700210684784455,0.2897877981695596,-2.7935978486149176,-3.0896970463850577,10.646178287283965,10.366839957162034,10.058625701524884,3.20310435436918,-4.591259327560855,-11.606010069953092,14.346308067051327,8.198743857677892,3.597784290670062,1.0229014103603592e-07,0.41315833565000304
cc_align,25,gov,25,flores,35.970608004468545,6.540762267982717,-3.7963361242186204,-6.3381888147157595,0.8703726743137843,-8.032120125202036,-8.336393951448601,-0.4944834752942612,-7.7505697397707864,-7.212237762351161,9.623221883140298,-6.574153996096756,-15.363737322491923,17.681413862242625,1.221186581980483,-13.593112521507033,-41.52360965701557,-33.80301234260389,-19.099265878036935,1.2522494193566446e-10,3.384724983260111
cc_align,25,gov,25,bible,5.242328756681783,2.2477326985761694,0.6998067667680319,-0.10453023751218415,1.8575912887587538,0.3166355691453767,-0.38881022093243517,4.472730717233003,3.0916604882979435,1.7894831638871114,-1.4497536230699368,-4.26867354139921,-5.145163845495657,1.6692403579818353,-1.5465403515088847,-4.440742115826495,2.1047188080944816,0.42422357954042345,-0.37560991839595903,1.6912618844170295e-08,0.1643576049173929
cc_align,25,gov,25,gov,12.181320772936983,9.23203172676252,6.30104161280211,3.961549071092248,7.745703015051851,4.4136517048603485,2.2094959181574083,-0.4118931124085744,-3.646775697018592,-3.7907068741960064,12.696597443702073,12.898236971074569,12.50750362634122,3.5517049487549026,-4.215095792188847,-11.20518433986103,12.660858139756678,6.980897822833368,2.9470857218002755,4.589327825640883e-08,0.2686373009497383
cc_align,25,gov,50,flores,15.963615862827723,0.7964113978406984,-4.1130360461172435,-4.963266559845965,4.778306508075656,0.6209867015501391,-0.7844441489139323,-7.608340239098617,-10.157267623690549,-7.98648441138613,-0.19265104099770072,-7.280462814988502,-9.677484514082247,9.265730471971164,3.2376280311427794,-2.187659255528794,5.785442160146583,1.7141732375182837,0.08566838202462584,4.115303207095467e-08,3.7116358842184862
